"","count"
"the",244
"to",186
"i",181
"a",145
"you",128
"and",116
"of",112
"in",110
"is",94
"it",92
"for",86
"on",83
"my",63
"that",62
"me",59
"your",55
"so",51
"at",46
"this",45
"are",44
"be",44
"like",44
"i'm",36
"out",34
"was",34
"love",33
"with",32
"but",32
"just",32
"up",31
"what",31
"have",31
"u",30
"all",29
"do",28
"know",25
"not",25
"will",24
"day",24
"one",24
"as",23
"it's",23
"new",23
"rt",22
"get",22
"don't",22
"can",22
"about",22
"when",21
"we",21
"if",21
"go",20
"no",19
"from",19
"great",19
"thanks",18
"more",18
"much",18
"would",18
"see",17
"some",17
"an",17
"or",17
"there",17
"lol",17
"going",16
"good",16
"hey",16
"now",15
"got",15
"am",15
"us",15
"how",14
"need",14
"its",14
"follow",14
"then",14
"any",14
"too",13
"never",13
"by",13
"back",13
"who",12
"time",12
"make",12
"night",12
"can't",12
"they",12
"only",11
"had",11
"he",11
"should",11
"people",11
"right",11
"thank",11
"bad",11
"week",10
"life",10
"think",10
"want",10
"haha",10
"still",10
"today",10
"our",10
"his",10
"has",10
"than",10
"i'll",10
"way",9
"work",9
"oh",9
"tonight",9
"nice",9
"them",9
"why",9
"look",9
"feel",9
"that's",9
"best",9
"d",8
"watch",8
"him",8
"next",8
"her",8
"really",8
"very",8
"anyone",8
"hate",8
"every",8
"th",8
"through",8
"tweet",8
"she",8
"something",8
"im",8
"yeah",8
"over",8
"well",8
"last",8
"first",8
"live",8
"someone",7
"lot",7
"ever",7
"doing",7
"talking",7
"guys",7
"many",7
"please",7
"say",7
"where",7
"you're",7
"these",7
"help",7
"true",7
"shit",7
"been",6
"long",6
"you'll",6
"heart",6
"sleep",6
"another",6
"off",6
"eyes",6
"boy",6
"made",6
"away",6
"being",6
"into",6
"amazing",6
"did",6
"without",6
"feeling",6
"were",6
"before",6
"game",6
"actually",6
"late",6
"said",6
"here",6
"kind",6
"keep",6
"happy",6
"believe",6
"ok",6
"song",6
"home",6
"after",6
"money",6
"soon",5
"tired",5
"thing",5
"put",5
"down",5
"wait",5
"proud",5
"always",5
"top",5
"does",5
"wow",5
"fans",5
"stay",5
"trying",5
"could",5
"free",5
"needs",5
"done",5
"yet",5
"everyone",5
"twitter",5
"again",5
"year",5
"place",5
"w",5
"give",5
"win",5
"season",5
"show",5
"their",5
"friday",5
"doesn't",5
"music",5
"god",5
"business",5
"morning",5
"book",5
"name",5
"stop",5
"yes",5
"okay",5
"real",5
"glad",5
"wrong",5
"days",5
"dr",5
"ur",5
"gonna",4
"smile",4
"r",4
"office",4
"website",4
"care",4
"yourself",4
"ya",4
"tweets",4
"else",4
"baseball",4
"wit",4
"sounds",4
"things",4
"enjoy",4
"ready",4
"take",4
"sick",4
"whats",4
"movie",4
"makes",4
"because",4
"call",4
"girl",4
"google",4
"let",4
"hear",4
"class",4
"better",4
"kids",4
"fact",4
"end",4
"welcome",4
"wanna",4
"myself",4
"other",4
"bigger",4
"stick",4
"hit",4
"thought",4
"friend",4
"draft",4
"find",4
"world",4
"pm",4
"even",4
"phone",4
"education",4
"party",4
"miss",4
"join",4
"three",4
"most",4
"read",4
"congrats",4
"already",4
"man",4
"problem",4
"check",4
"hope",4
"hard",4
"found",4
"play",4
"guess",4
"missing",4
"isn't",4
"fall",4
"eating",4
"beautiful",4
"early",4
"though",4
"change",4
"favorite",4
"making",4
"dc",3
"meet",3
"special",3
"beat",3
"due",3
"snow",3
"move",3
"street",3
"brand",3
"others",3
"instead",3
"used",3
"success",3
"lets",3
"winning",3
"boys",3
"looking",3
"sing",3
"ff",3
"watched",3
"fight",3
"nothing",3
"death",3
"ass",3
"months",3
"support",3
"involved",3
"cool",3
"heard",3
"laugh",3
"sleeping",3
"far",3
"excited",3
"b",3
"high",3
"she's",3
"having",3
"ago",3
"saw",3
"stupid",3
"extra",3
"sorry",3
"o",3
"coffee",3
"retweet",3
"pay",3
"training",3
"awesome",3
"everybody",3
"p",3
"red",3
"gets",3
"peace",3
"hold",3
"hour",3
"bro",3
"hello",3
"road",3
"gift",3
"email",3
"which",3
"record",3
"sometimes",3
"girls",3
"guy",3
"started",3
"little",3
"lost",3
"seriously",3
"listening",3
"user",3
"tickets",3
"family",3
"bar",3
"news",3
"come",3
"buy",3
"forget",3
"drink",3
"cuz",3
"american",3
"number",3
"information",3
"page",3
"social",3
"catching",3
"dude",3
"fun",3
"percent",3
"watching",3
"mean",3
"school",3
"letting",3
"start",3
"getting",3
"easier",3
"risk",3
"games",3
"twins",3
"conference",3
"fucking",3
"n",3
"tell",3
"sister",3
"knew",3
"shouldn't",3
"bit",3
"saturday",3
"miami",3
"dead",3
"crazy",3
"finally",3
"chance",3
"spanish",3
"simple",3
"tools",3
"realize",3
"send",3
"weather",3
"ask",3
"beach",3
"didn't",3
"dont",3
"thoughts",3
"power",3
"smoke",3
"reason",2
"tag",2
"minutes",2
"such",2
"green",2
"shirt",2
"room",2
"set",2
"beauty",2
"quick",2
"begin",2
"based",2
"towards",2
"ninja",2
"sitting",2
"those",2
"xx",2
"asked",2
"didnt",2
"anything",2
"forward",2
"small",2
"whole",2
"series",2
"mom",2
"obama",2
"gay",2
"use",2
"romney",2
"candidate",2
"says",2
"charge",2
"chris",2
"brown",2
"yesterday",2
"friends",2
"wedding",2
"positive",2
"program",2
"fb",2
"how's",2
"lmfao",2
"minds",2
"must",2
"likely",2
"cheese",2
"seen",2
"super",2
"ticket",2
"six",2
"flags",2
"they're",2
"cufon",2
"testing",2
"teen",2
"word",2
"point",2
"type",2
"dry",2
"important",2
"voted",2
"twice",2
"also",2
"smoking",2
"jerk",2
"mets",2
"moment",2
"big",2
"leaving",2
"wrigley",2
"spam",2
"ten",2
"dumb",2
"jail",2
"added",2
"link",2
"account",2
"we're",2
"building",2
"lives",2
"shoot",2
"least",2
"players",2
"tebowing",2
"nfl",2
"zone",2
"birthday",2
"bag",2
"run",2
"goodness",2
"part",2
"idea",2
"sunburn",2
"crying",2
"gorgeous",2
"em",2
"standing",2
"ovation",2
"moving",2
"shut",2
"fuck",2
"listen",2
"bill",2
"biggest",2
"gap",2
"police",2
"house",2
"officer",2
"pg",2
"fashion",2
"he's",2
"followers",2
"forum",2
"canal",2
"def",2
"trip",2
