"","count"
"the",2638
"to",1424
"and",1297
"a",1241
"of",1118
"in",870
"i",840
"that",609
"for",574
"is",540
"it",514
"on",401
"with",390
"you",383
"was",358
"at",300
"have",282
"be",274
"my",273
"as",271
"this",269
"he",265
"but",261
"we",225
"are",221
"not",214
"from",198
"by",193
"said",192
"so",184
"his",183
"or",174
"will",168
"all",165
"me",162
"they",162
"like",161
"one",155
"up",154
"just",154
"an",154
"has",152
"about",150
"out",148
"what",146
"more",143
"your",138
"who",135
"had",134
"if",133
"her",125
"been",116
"its",115
"time",115
"some",114
"would",114
"when",113
"do",113
"can",112
"new",109
"there",107
"their",102
"were",101
"our",101
"get",96
"it's",96
"know",95
"how",93
"no",91
"after",90
"us",88
"them",88
"she",88
"day",85
"other",85
"now",84
"much",84
"which",83
"than",81
"over",80
"people",78
"because",74
"into",74
"year",73
"could",73
"first",72
"think",72
"good",71
"also",70
"i'm",69
"make",69
"love",65
"too",64
"then",64
"see",63
"only",61
"before",60
"home",60
"don't",59
"two",59
"really",58
"most",58
"him",57
"going",57
"very",57
"last",56
"even",55
"go",55
"well",55
"back",55
"made",54
"off",54
"these",53
"got",53
"right",52
"great",51
"where",51
"am",51
"many",50
"while",50
"want",49
"those",49
"any",48
"way",47
"need",46
"work",45
"say",45
"years",45
"down",44
"should",44
"did",44
"here",44
"little",44
"never",43
"next",42
"three",42
"still",41
"being",41
"game",40
"life",40
"lot",40
"school",39
"come",38
"night",38
"around",38
"every",37
"why",37
"today",37
"something",37
"world",37
"own",37
"look",36
"always",35
"help",35
"feel",35
"away",35
"place",35
"another",35
"keep",34
"play",34
"may",34
"take",34
"long",33
"state",33
"things",33
"part",33
"bad",33
"few",33
"money",33
"times",32
"until",32
"days",32
"best",32
"police",32
"though",32
"through",30
"same",30
"didn't",30
"looking",29
"used",29
"can't",29
"water",29
"high",29
"without",29
"free",29
"that's",29
"again",29
"such",28
"might",27
"find",27
"different",27
"dont",27
"god",27
"season",27
"each",27
"city",27
"against",27
"use",26
"big",26
"im",26
"during",26
"week",25
"says",25
"team",25
"house",25
"number",25
"already",25
"trying",25
"put",24
"live",24
"end",24
"wanted",24
"th",24
"seen",24
"since",24
"million",24
"left",24
"four",24
"rt",23
"fun",23
"words",23
"u",23
"top",23
"show",23
"old",23
"late",23
