"","count","basis","prediction","word","rowCount","freq","cumFreq"
"i+have",2,"i","have","i+have",1,0.0134228187919463,0.0134228187919463
"out+with",2,"out","with","out+with",2,0.0134228187919463,0.0268456375838926
"we+love",1,"we","love","we+love",3,0.00671140939597315,0.0335570469798658
"love+you",1,"love","you","love+you",4,0.00671140939597315,0.0402684563758389
"you+mr",1,"you","mr","you+mr",5,0.00671140939597315,0.0469798657718121
"mr+brown",1,"mr","brown","mr+brown",6,0.00671140939597315,0.0536912751677852
"so+anyways",1,"so","anyways","so+anyways",7,0.00671140939597315,0.0604026845637584
"anyways+i",1,"anyways","i","anyways+i",8,0.00671140939597315,0.0671140939597315
"i+am",1,"i","am","i+am",9,0.00671140939597315,0.0738255033557047
"am+going",1,"am","going","am+going",10,0.00671140939597315,0.0805369127516778
"going+to",1,"going","to","going+to",11,0.00671140939597315,0.087248322147651
"to+share",1,"to","share","to+share",12,0.00671140939597315,0.0939597315436242
"share+some",1,"share","some","share+some",13,0.00671140939597315,0.100671140939597
"some+home",1,"some","home","some+home",14,0.00671140939597315,0.10738255033557
"home+decor",1,"home","decor","home+decor",15,0.00671140939597315,0.114093959731544
"decor+inspiration",1,"decor","inspiration","decor+inspiration",16,0.00671140939597315,0.120805369127517
"inspiration+that",1,"inspiration","that","inspiration+that",17,0.00671140939597315,0.12751677852349
"that+i",1,"that","i","that+i",18,0.00671140939597315,0.134228187919463
"have+been",1,"have","been","have+been",19,0.00671140939597315,0.140939597315436
"been+storing",1,"been","storing","been+storing",20,0.00671140939597315,0.147651006711409
"storing+in",1,"storing","in","storing+in",21,0.00671140939597315,0.154362416107383
"in+my",1,"in","my","in+my",22,0.00671140939597315,0.161073825503356
"my+folder",1,"my","folder","my+folder",23,0.00671140939597315,0.167785234899329
"folder+on",1,"folder","on","folder+on",24,0.00671140939597315,0.174496644295302
"on+the",1,"on","the","on+the",25,0.00671140939597315,0.181208053691275
"the+puter",1,"the","puter","the+puter",26,0.00671140939597315,0.187919463087248
"puter+i",1,"puter","i","puter+i",27,0.00671140939597315,0.194630872483221
"have+all",1,"have","all","have+all",28,0.00671140939597315,0.201342281879195
"all+these",1,"all","these","all+these",29,0.00671140939597315,0.208053691275168
"these+amazing",1,"these","amazing","these+amazing",30,0.00671140939597315,0.214765100671141
"amazing+images",1,"amazing","images","amazing+images",31,0.00671140939597315,0.221476510067114
"images+stored",1,"images","stored","images+stored",32,0.00671140939597315,0.228187919463087
"stored+away",1,"stored","away","stored+away",33,0.00671140939597315,0.23489932885906
"away+ready",1,"away","ready","away+ready",34,0.00671140939597315,0.241610738255033
"ready+to",1,"ready","to","ready+to",35,0.00671140939597315,0.248322147651007
"to+come",1,"to","come","to+come",36,0.00671140939597315,0.25503355704698
"come+to",1,"come","to","come+to",37,0.00671140939597315,0.261744966442953
"to+life",1,"to","life","to+life",38,0.00671140939597315,0.268456375838926
"life+when",1,"life","when","life+when",39,0.00671140939597315,0.275167785234899
"when+we",1,"when","we","when+we",40,0.00671140939597315,0.281879194630872
"we+get",1,"we","get","we+get",41,0.00671140939597315,0.288590604026845
"get+our",1,"get","our","get+our",42,0.00671140939597315,0.295302013422819
"our+home",1,"our","home","our+home",43,0.00671140939597315,0.302013422818792
"with+graduation",1,"with","graduation","with+graduation",44,0.00671140939597315,0.308724832214765
"graduation+season",1,"graduation","season","graduation+season",45,0.00671140939597315,0.315436241610738
"season+right",1,"season","right","season+right",46,0.00671140939597315,0.322147651006711
"right+around",1,"right","around","right+around",47,0.00671140939597315,0.328859060402684
"around+the",1,"around","the","around+the",48,0.00671140939597315,0.335570469798657
"the+corner",1,"the","corner","the+corner",49,0.00671140939597315,0.342281879194631
"corner+nancy",1,"corner","nancy","corner+nancy",50,0.00671140939597315,0.348993288590604
"nancy+has",1,"nancy","has","nancy+has",51,0.00671140939597315,0.355704697986577
"has+whipped",1,"has","whipped","has+whipped",52,0.00671140939597315,0.36241610738255
"whipped+up",1,"whipped","up","whipped+up",53,0.00671140939597315,0.369127516778523
"up+a",1,"up","a","up+a",54,0.00671140939597315,0.375838926174496
"a+fun",1,"a","fun","a+fun",55,0.00671140939597315,0.382550335570469
"fun+set",1,"fun","set","fun+set",56,0.00671140939597315,0.389261744966443
"set+to",1,"set","to","set+to",57,0.00671140939597315,0.395973154362416
"to+help",1,"to","help","to+help",58,0.00671140939597315,0.402684563758389
"help+you",1,"help","you","help+you",59,0.00671140939597315,0.409395973154362
"you+out",1,"you","out","you+out",60,0.00671140939597315,0.416107382550335
"with+not",1,"with","not","with+not",61,0.00671140939597315,0.422818791946308
"not+only",1,"not","only","not+only",62,0.00671140939597315,0.429530201342281
"only+your",1,"only","your","only+your",63,0.00671140939597315,0.436241610738255
"your+graduation",1,"your","graduation","your+graduation",64,0.00671140939597315,0.442953020134228
"graduation+cards",1,"graduation","cards","graduation+cards",65,0.00671140939597315,0.449664429530201
"cards+and",1,"cards","and","cards+and",66,0.00671140939597315,0.456375838926174
"and+gifts",1,"and","gifts","and+gifts",67,0.00671140939597315,0.463087248322147
"gifts+but",1,"gifts","but","gifts+but",68,0.00671140939597315,0.46979865771812
