"","count","basis","prediction","word","rowCount","freq","cumFreq"
"we+love+you",1,"we+love","you","we+love+you",1,0.00694444444444444,0.00694444444444444
"love+you+mr",1,"love+you","mr","love+you+mr",2,0.00694444444444444,0.0138888888888889
"you+mr+brown",1,"you+mr","brown","you+mr+brown",3,0.00694444444444444,0.0208333333333333
"so+anyways+i",1,"so+anyways","i","so+anyways+i",4,0.00694444444444444,0.0277777777777778
"anyways+i+am",1,"anyways+i","am","anyways+i+am",5,0.00694444444444444,0.0347222222222222
"i+am+going",1,"i+am","going","i+am+going",6,0.00694444444444444,0.0416666666666667
"am+going+to",1,"am+going","to","am+going+to",7,0.00694444444444444,0.0486111111111111
"going+to+share",1,"going+to","share","going+to+share",8,0.00694444444444444,0.0555555555555556
"to+share+some",1,"to+share","some","to+share+some",9,0.00694444444444444,0.0625
"share+some+home",1,"share+some","home","share+some+home",10,0.00694444444444444,0.0694444444444445
"some+home+decor",1,"some+home","decor","some+home+decor",11,0.00694444444444444,0.0763888888888889
"home+decor+inspiration",1,"home+decor","inspiration","home+decor+inspiration",12,0.00694444444444444,0.0833333333333334
"decor+inspiration+that",1,"decor+inspiration","that","decor+inspiration+that",13,0.00694444444444444,0.0902777777777778
"inspiration+that+i",1,"inspiration+that","i","inspiration+that+i",14,0.00694444444444444,0.0972222222222223
"that+i+have",1,"that+i","have","that+i+have",15,0.00694444444444444,0.104166666666667
"i+have+been",1,"i+have","been","i+have+been",16,0.00694444444444444,0.111111111111111
"have+been+storing",1,"have+been","storing","have+been+storing",17,0.00694444444444444,0.118055555555556
"been+storing+in",1,"been+storing","in","been+storing+in",18,0.00694444444444444,0.125
"storing+in+my",1,"storing+in","my","storing+in+my",19,0.00694444444444444,0.131944444444444
"in+my+folder",1,"in+my","folder","in+my+folder",20,0.00694444444444444,0.138888888888889
"my+folder+on",1,"my+folder","on","my+folder+on",21,0.00694444444444444,0.145833333333333
"folder+on+the",1,"folder+on","the","folder+on+the",22,0.00694444444444444,0.152777777777778
"on+the+puter",1,"on+the","puter","on+the+puter",23,0.00694444444444444,0.159722222222222
"the+puter+i",1,"the+puter","i","the+puter+i",24,0.00694444444444444,0.166666666666667
"puter+i+have",1,"puter+i","have","puter+i+have",25,0.00694444444444444,0.173611111111111
"i+have+all",1,"i+have","all","i+have+all",26,0.00694444444444444,0.180555555555556
"have+all+these",1,"have+all","these","have+all+these",27,0.00694444444444444,0.1875
"all+these+amazing",1,"all+these","amazing","all+these+amazing",28,0.00694444444444444,0.194444444444445
"these+amazing+images",1,"these+amazing","images","these+amazing+images",29,0.00694444444444444,0.201388888888889
"amazing+images+stored",1,"amazing+images","stored","amazing+images+stored",30,0.00694444444444444,0.208333333333333
"images+stored+away",1,"images+stored","away","images+stored+away",31,0.00694444444444444,0.215277777777778
"stored+away+ready",1,"stored+away","ready","stored+away+ready",32,0.00694444444444444,0.222222222222222
"away+ready+to",1,"away+ready","to","away+ready+to",33,0.00694444444444444,0.229166666666667
"ready+to+come",1,"ready+to","come","ready+to+come",34,0.00694444444444444,0.236111111111111
"to+come+to",1,"to+come","to","to+come+to",35,0.00694444444444444,0.243055555555556
"come+to+life",1,"come+to","life","come+to+life",36,0.00694444444444444,0.25
"to+life+when",1,"to+life","when","to+life+when",37,0.00694444444444444,0.256944444444444
"life+when+we",1,"life+when","we","life+when+we",38,0.00694444444444444,0.263888888888889
"when+we+get",1,"when+we","get","when+we+get",39,0.00694444444444444,0.270833333333333
"we+get+our",1,"we+get","our","we+get+our",40,0.00694444444444444,0.277777777777778
"get+our+home",1,"get+our","home","get+our+home",41,0.00694444444444444,0.284722222222222
"with+graduation+season",1,"with+graduation","season","with+graduation+season",42,0.00694444444444444,0.291666666666667
"graduation+season+right",1,"graduation+season","right","graduation+season+right",43,0.00694444444444444,0.298611111111111
"season+right+around",1,"season+right","around","season+right+around",44,0.00694444444444444,0.305555555555555
"right+around+the",1,"right+around","the","right+around+the",45,0.00694444444444444,0.3125
"around+the+corner",1,"around+the","corner","around+the+corner",46,0.00694444444444444,0.319444444444444
"the+corner+nancy",1,"the+corner","nancy","the+corner+nancy",47,0.00694444444444444,0.326388888888889
"corner+nancy+has",1,"corner+nancy","has","corner+nancy+has",48,0.00694444444444444,0.333333333333333
"nancy+has+whipped",1,"nancy+has","whipped","nancy+has+whipped",49,0.00694444444444444,0.340277777777778
"has+whipped+up",1,"has+whipped","up","has+whipped+up",50,0.00694444444444444,0.347222222222222
"whipped+up+a",1,"whipped+up","a","whipped+up+a",51,0.00694444444444444,0.354166666666666
"up+a+fun",1,"up+a","fun","up+a+fun",52,0.00694444444444444,0.361111111111111
"a+fun+set",1,"a+fun","set","a+fun+set",53,0.00694444444444444,0.368055555555555
"fun+set+to",1,"fun+set","to","fun+set+to",54,0.00694444444444444,0.375
"set+to+help",1,"set+to","help","set+to+help",55,0.00694444444444444,0.381944444444444
"to+help+you",1,"to+help","you","to+help+you",56,0.00694444444444444,0.388888888888888
"help+you+out",1,"help+you","out","help+you+out",57,0.00694444444444444,0.395833333333333
"you+out+with",1,"you+out","with","you+out+with",58,0.00694444444444444,0.402777777777777
"out+with+not",1,"out+with","not","out+with+not",59,0.00694444444444444,0.409722222222222
"with+not+only",1,"with+not","only","with+not+only",60,0.00694444444444444,0.416666666666666
"not+only+your",1,"not+only","your","not+only+your",61,0.00694444444444444,0.423611111111111
"only+your+graduation",1,"only+your","graduation","only+your+graduation",62,0.00694444444444444,0.430555555555555
"your+graduation+cards",1,"your+graduation","cards","your+graduation+cards",63,0.00694444444444444,0.437499999999999
"graduation+cards+and",1,"graduation+cards","and","graduation+cards+and",64,0.00694444444444444,0.444444444444444
"cards+and+gifts",1,"cards+and","gifts","cards+and+gifts",65,0.00694444444444444,0.451388888888888
"and+gifts+but",1,"and+gifts","but","and+gifts+but",66,0.00694444444444444,0.458333333333333
"gifts+but+any",1,"gifts+but","any","gifts+but+any",67,0.00694444444444444,0.465277777777777
"but+any+occasion",1,"but+any","occasion","but+any+occasion",68,0.00694444444444444,0.472222222222221
"any+occasion+that",1,"any+occasion","that","any+occasion+that",69,0.00694444444444444,0.479166666666666
"occasion+that+brings",1,"occasion+that","brings","occasion+that+brings",70,0.00694444444444444,0.48611111111111
"that+brings+on",1,"that+brings","on","that+brings+on",71,0.00694444444444444,0.493055555555555
"brings+on+a",1,"brings+on","a","brings+on+a",72,0.00694444444444444,0.499999999999999
"partners+for+progress",2,"partners+for","progress","partners+for+progress",1,0.0141843971631206,0.0141843971631206
"the+st+louis",1,"the+st","louis","the+st+louis",2,0.00709219858156028,0.0212765957446809
"st+louis+plant",1,"st+louis","plant","st+louis+plant",3,0.00709219858156028,0.0283687943262411
"louis+plant+had",1,"louis+plant","had","louis+plant+had",4,0.00709219858156028,0.0354609929078014
"plant+had+to",1,"plant+had","to","plant+had+to",5,0.00709219858156028,0.0425531914893617
"had+to+close",1,"had+to","close","had+to+close",6,0.00709219858156028,0.049645390070922
"to+close+it",1,"to+close","it","to+close+it",7,0.00709219858156028,0.0567375886524823
"close+it+would",1,"close+it","would","close+it+would",8,0.00709219858156028,0.0638297872340425
"it+would+die",1,"it+would","die","it+would+die",9,0.00709219858156028,0.0709219858156028
"would+die+of",1,"would+die","of","would+die+of",10,0.00709219858156028,0.0780141843971631
"die+of+old",1,"die+of","old","die+of+old",11,0.00709219858156028,0.0851063829787234
"of+old+age",1,"of+old","age","of+old+age",12,0.00709219858156028,0.0921985815602837
"old+age+workers",1,"old+age","workers","old+age+workers",13,0.00709219858156028,0.0992907801418439
"age+workers+had",1,"age+workers","had","age+workers+had",14,0.00709219858156028,0.106382978723404
"workers+had+been",1,"workers+had","been","workers+had+been",15,0.00709219858156028,0.113475177304964
"had+been+making",1,"had+been","making","had+been+making",16,0.00709219858156028,0.120567375886525
"been+making+cars",1,"been+making","cars","been+making+cars",17,0.00709219858156028,0.127659574468085
"making+cars+there",1,"making+cars","there","making+cars+there",18,0.00709219858156028,0.134751773049645
"cars+there+since",1,"cars+there","since","cars+there+since",19,0.00709219858156028,0.141843971631206
"there+since+the",1,"there+since","the","there+since+the",20,0.00709219858156028,0.148936170212766
"since+the+onset",1,"since+the","onset","since+the+onset",21,0.00709219858156028,0.156028368794326
"the+onset+of",1,"the+onset","of","the+onset+of",22,0.00709219858156028,0.163120567375887
"onset+of+mass",1,"onset+of","mass","onset+of+mass",23,0.00709219858156028,0.170212765957447
"of+mass+automotive",1,"of+mass","automotive","of+mass+automotive",24,0.00709219858156028,0.177304964539007
"mass+automotive+production",1,"mass+automotive","production","mass+automotive+production",25,0.00709219858156028,0.184397163120567
"automotive+production+in",1,"automotive+production","in","automotive+production+in",26,0.00709219858156028,0.191489361702128
"production+in+the",1,"production+in","the","production+in+the",27,0.00709219858156028,0.198581560283688
"in+the+s",1,"in+the","s","in+the+s",28,0.00709219858156028,0.205673758865248
"the+alaimo+group",1,"the+alaimo","group","the+alaimo+group",29,0.00709219858156028,0.212765957446809
"alaimo+group+of",1,"alaimo+group","of","alaimo+group+of",30,0.00709219858156028,0.219858156028369
"group+of+mount",1,"group+of","mount","group+of+mount",31,0.00709219858156028,0.226950354609929
"of+mount+holly",1,"of+mount","holly","of+mount+holly",32,0.00709219858156028,0.234042553191489
"mount+holly+was",1,"mount+holly","was","mount+holly+was",33,0.00709219858156028,0.24113475177305
"holly+was+up",1,"holly+was","up","holly+was+up",34,0.00709219858156028,0.24822695035461
"was+up+for",1,"was+up","for","was+up+for",35,0.00709219858156028,0.25531914893617
"up+for+a",1,"up+for","a","up+for+a",36,0.00709219858156028,0.262411347517731
"for+a+contract",1,"for+a","contract","for+a+contract",37,0.00709219858156028,0.269503546099291
"a+contract+last",1,"a+contract","last","a+contract+last",38,0.00709219858156028,0.276595744680851
"contract+last+fall",1,"contract+last","fall","contract+last+fall",39,0.00709219858156028,0.283687943262412
"last+fall+to",1,"last+fall","to","last+fall+to",40,0.00709219858156028,0.290780141843972
"fall+to+evaluate",1,"fall+to","evaluate","fall+to+evaluate",41,0.00709219858156028,0.297872340425532
"to+evaluate+and",1,"to+evaluate","and","to+evaluate+and",42,0.00709219858156028,0.304964539007092
"evaluate+and+suggest",1,"evaluate+and","suggest","evaluate+and+suggest",43,0.00709219858156028,0.312056737588653
"and+suggest+improvements",1,"and+suggest","improvements","and+suggest+improvements",44,0.00709219858156028,0.319148936170213
"suggest+improvements+to",1,"suggest+improvements","to","suggest+improvements+to",45,0.00709219858156028,0.326241134751773
"improvements+to+trenton",1,"improvements+to","trenton","improvements+to+trenton",46,0.00709219858156028,0.333333333333334
"to+trenton+water",1,"to+trenton","water","to+trenton+water",47,0.00709219858156028,0.340425531914894
"trenton+water+works",1,"trenton+water","works","trenton+water+works",48,0.00709219858156028,0.347517730496454
"water+works+but",1,"water+works","but","water+works+but",49,0.00709219858156028,0.354609929078014
"works+but+campaign",1,"works+but","campaign","works+but+campaign",50,0.00709219858156028,0.361702127659575
"but+campaign+finance",1,"but+campaign","finance","but+campaign+finance",51,0.00709219858156028,0.368794326241135
"campaign+finance+records",1,"campaign+finance","records","campaign+finance+records",52,0.00709219858156028,0.375886524822695
"finance+records+released",1,"finance+records","released","finance+records+released",53,0.00709219858156028,0.382978723404256
"records+released+this",1,"records+released","this","records+released+this",54,0.00709219858156028,0.390070921985816
"released+this+week",1,"released+this","week","released+this+week",55,0.00709219858156028,0.397163120567376
"this+week+show",1,"this+week","show","this+week+show",56,0.00709219858156028,0.404255319148937
"week+show+the",1,"week+show","the","week+show+the",57,0.00709219858156028,0.411347517730497
"show+the+two",1,"show+the","two","show+the+two",58,0.00709219858156028,0.418439716312057
"the+two+employees",1,"the+two","employees","the+two+employees",59,0.00709219858156028,0.425531914893617
"two+employees+donated",1,"two+employees","donated","two+employees+donated",60,0.00709219858156028,0.432624113475178
"employees+donated+a",1,"employees+donated","a","employees+donated+a",61,0.00709219858156028,0.439716312056738
"donated+a+total",1,"donated+a","total","donated+a+total",62,0.00709219858156028,0.446808510638298
"a+total+of",1,"a+total","of","a+total+of",63,0.00709219858156028,0.453900709219859
"to+the+political",1,"to+the","political","to+the+political",64,0.00709219858156028,0.460992907801419
"the+political+action",1,"the+political","action","the+political+action",65,0.00709219858156028,0.468085106382979
"political+action+committee",1,"political+action","committee","political+action+committee",66,0.00709219858156028,0.475177304964539
"action+committee+pac",1,"action+committee","pac","action+committee+pac",67,0.00709219858156028,0.4822695035461
"committee+pac+partners",1,"committee+pac","partners","committee+pac+partners",68,0.00709219858156028,0.48936170212766
"pac+partners+for",1,"pac+partners","for","pac+partners+for",69,0.00709219858156028,0.49645390070922
"when+you+meet",1,"when+you","meet","when+you+meet",1,0.027027027027027,0.027027027027027
"you+meet+someone",1,"you+meet","someone","you+meet+someone",2,0.027027027027027,0.0540540540540541
"meet+someone+special",1,"meet+someone","special","meet+someone+special",3,0.027027027027027,0.0810810810810811
"someone+special+you'll",1,"someone+special","you'll","someone+special+you'll",4,0.027027027027027,0.108108108108108
"special+you'll+know",1,"special+you'll","know","special+you'll+know",5,0.027027027027027,0.135135135135135
"you'll+know+your",1,"you'll+know","your","you'll+know+your",6,0.027027027027027,0.162162162162162
"know+your+heart",1,"know+your","heart","know+your+heart",7,0.027027027027027,0.189189189189189
"your+heart+will",1,"your+heart","will","your+heart+will",8,0.027027027027027,0.216216216216216
"heart+will+beat",1,"heart+will","beat","heart+will+beat",9,0.027027027027027,0.243243243243243
"will+beat+more",1,"will+beat","more","will+beat+more",10,0.027027027027027,0.27027027027027
"beat+more+rapidly",1,"beat+more","rapidly","beat+more+rapidly",11,0.027027027027027,0.297297297297297
"more+rapidly+and",1,"more+rapidly","and","more+rapidly+and",12,0.027027027027027,0.324324324324324
"rapidly+and+you'll",1,"rapidly+and","you'll","rapidly+and+you'll",13,0.027027027027027,0.351351351351351
"and+you'll+smile",1,"and+you'll","smile","and+you'll+smile",14,0.027027027027027,0.378378378378378
"you'll+smile+for",1,"you'll+smile","for","you'll+smile+for",15,0.027027027027027,0.405405405405405
"smile+for+no",1,"smile+for","no","smile+for+no",16,0.027027027027027,0.432432432432432
"for+no+reason",1,"for+no","reason","for+no+reason",17,0.027027027027027,0.459459459459459
"so+tired+d",1,"so+tired","d","so+tired+d",18,0.027027027027027,0.486486486486487
