"","count","basis","prediction","word","rowCount","freq","cumFreq"
"we+love+you+mr",1,"we+love+you","mr","we+love+you+mr",1,0.00714285714285714,0.00714285714285714
"love+you+mr+brown",1,"love+you+mr","brown","love+you+mr+brown",2,0.00714285714285714,0.0142857142857143
"so+anyways+i+am",1,"so+anyways+i","am","so+anyways+i+am",3,0.00714285714285714,0.0214285714285714
"anyways+i+am+going",1,"anyways+i+am","going","anyways+i+am+going",4,0.00714285714285714,0.0285714285714286
"i+am+going+to",1,"i+am+going","to","i+am+going+to",5,0.00714285714285714,0.0357142857142857
"am+going+to+share",1,"am+going+to","share","am+going+to+share",6,0.00714285714285714,0.0428571428571429
"going+to+share+some",1,"going+to+share","some","going+to+share+some",7,0.00714285714285714,0.05
"to+share+some+home",1,"to+share+some","home","to+share+some+home",8,0.00714285714285714,0.0571428571428571
"share+some+home+decor",1,"share+some+home","decor","share+some+home+decor",9,0.00714285714285714,0.0642857142857143
"some+home+decor+inspiration",1,"some+home+decor","inspiration","some+home+decor+inspiration",10,0.00714285714285714,0.0714285714285714
"home+decor+inspiration+that",1,"home+decor+inspiration","that","home+decor+inspiration+that",11,0.00714285714285714,0.0785714285714286
"decor+inspiration+that+i",1,"decor+inspiration+that","i","decor+inspiration+that+i",12,0.00714285714285714,0.0857142857142857
"inspiration+that+i+have",1,"inspiration+that+i","have","inspiration+that+i+have",13,0.00714285714285714,0.0928571428571429
"that+i+have+been",1,"that+i+have","been","that+i+have+been",14,0.00714285714285714,0.1
"i+have+been+storing",1,"i+have+been","storing","i+have+been+storing",15,0.00714285714285714,0.107142857142857
"have+been+storing+in",1,"have+been+storing","in","have+been+storing+in",16,0.00714285714285714,0.114285714285714
"been+storing+in+my",1,"been+storing+in","my","been+storing+in+my",17,0.00714285714285714,0.121428571428571
"storing+in+my+folder",1,"storing+in+my","folder","storing+in+my+folder",18,0.00714285714285714,0.128571428571429
"in+my+folder+on",1,"in+my+folder","on","in+my+folder+on",19,0.00714285714285714,0.135714285714286
