"","count","basis","prediction","word","rowCount","freq","cumFreq"
"a+lot+of",2,"a+lot","of","a+lot+of",1,0.00183318056828598,0.00183318056828598
"it+could+be",2,"it+could","be","it+could+be",2,0.00183318056828598,0.00366636113657195
"of+all+the",2,"of+all","the","of+all+the",3,0.00183318056828598,0.00549954170485793
"winter+is+the",2,"winter+is","the","winter+is+the",4,0.00183318056828598,0.0073327222731439
"those+of+you",2,"those+of","you","those+of+you",5,0.00183318056828598,0.00916590284142988
"that+you+do",2,"that+you","do","that+you+do",6,0.00183318056828598,0.0109990834097159
"in+the+years",1,"in+the","years","in+the+years",7,0.000916590284142988,0.0119156736938588
"the+years+thereafter",1,"the+years","thereafter","the+years+thereafter",8,0.000916590284142988,0.0128322639780018
"years+thereafter+most",1,"years+thereafter","most","years+thereafter+most",9,0.000916590284142988,0.0137488542621448
"thereafter+most+of",1,"thereafter+most","of","thereafter+most+of",10,0.000916590284142988,0.0146654445462878
"most+of+the",1,"most+of","the","most+of+the",11,0.000916590284142988,0.0155820348304308
"of+the+oil",1,"of+the","oil","of+the+oil",12,0.000916590284142988,0.0164986251145738
"the+oil+fields",1,"the+oil","fields","the+oil+fields",13,0.000916590284142988,0.0174152153987168
"oil+fields+and",1,"oil+fields","and","oil+fields+and",14,0.000916590284142988,0.0183318056828598
"fields+and+platforms",1,"fields+and","platforms","fields+and+platforms",15,0.000916590284142988,0.0192483959670028
"and+platforms+were",1,"and+platforms","were","and+platforms+were",16,0.000916590284142988,0.0201649862511457
"platforms+were+named",1,"platforms+were","named","platforms+were+named",17,0.000916590284142988,0.0210815765352887
"were+named+after",1,"were+named","after","were+named+after",18,0.000916590284142988,0.0219981668194317
"named+after+pagan",1,"named+after","pagan","named+after+pagan",19,0.000916590284142988,0.0229147571035747
"after+pagan+gods",1,"after+pagan","gods","after+pagan+gods",20,0.000916590284142988,0.0238313473877177
"so+anyways+i",1,"so+anyways","i","so+anyways+i",21,0.000916590284142988,0.0247479376718607
"anyways+i+am",1,"anyways+i","am","anyways+i+am",22,0.000916590284142988,0.0256645279560037
"i+am+going",1,"i+am","going","i+am+going",23,0.000916590284142988,0.0265811182401467
"am+going+to",1,"am+going","to","am+going+to",24,0.000916590284142988,0.0274977085242897
"going+to+share",1,"going+to","share","going+to+share",25,0.000916590284142988,0.0284142988084326
"to+share+some",1,"to+share","some","to+share+some",26,0.000916590284142988,0.0293308890925756
"share+some+home",1,"share+some","home","share+some+home",27,0.000916590284142988,0.0302474793767186
"some+home+decor",1,"some+home","decor","some+home+decor",28,0.000916590284142988,0.0311640696608616
"home+decor+inspiration",1,"home+decor","inspiration","home+decor+inspiration",29,0.000916590284142988,0.0320806599450046
"decor+inspiration+that",1,"decor+inspiration","that","decor+inspiration+that",30,0.000916590284142988,0.0329972502291476
"inspiration+that+i",1,"inspiration+that","i","inspiration+that+i",31,0.000916590284142988,0.0339138405132906
"that+i+have",1,"that+i","have","that+i+have",32,0.000916590284142988,0.0348304307974336
"i+have+been",1,"i+have","been","i+have+been",33,0.000916590284142988,0.0357470210815765
"have+been+storing",1,"have+been","storing","have+been+storing",34,0.000916590284142988,0.0366636113657195
