"","count","basis","prediction","word","rowCount","freq","cumFreq"
"puter+i+have+all",1,"puter+i+have","all","puter+i+have+all",37,0.000757002271006813,0.0280090840272521
"i+have+all+these",1,"i+have+all","these","i+have+all+these",38,0.000757002271006813,0.0287660862982589
"have+all+these+amazing",1,"have+all+these","amazing","have+all+these+amazing",39,0.000757002271006813,0.0295230885692657
"all+these+amazing+images",1,"all+these+amazing","images","all+these+amazing+images",40,0.000757002271006813,0.0302800908402725
"these+amazing+images+stored",1,"these+amazing+images","stored","these+amazing+images+stored",41,0.000757002271006813,0.0310370931112794
"amazing+images+stored+away",1,"amazing+images+stored","away","amazing+images+stored+away",42,0.000757002271006813,0.0317940953822862
"images+stored+away+ready",1,"images+stored+away","ready","images+stored+away+ready",43,0.000757002271006813,0.032551097653293
"stored+away+ready+to",1,"stored+away+ready","to","stored+away+ready+to",44,0.000757002271006813,0.0333080999242998
"away+ready+to+come",1,"away+ready+to","come","away+ready+to+come",45,0.000757002271006813,0.0340651021953066
"ready+to+come+to",1,"ready+to+come","to","ready+to+come+to",46,0.000757002271006813,0.0348221044663134
"to+come+to+life",1,"to+come+to","life","to+come+to+life",47,0.000757002271006813,0.0355791067373202
"come+to+life+when",1,"come+to+life","when","come+to+life+when",48,0.000757002271006813,0.0363361090083271
"to+life+when+we",1,"to+life+when","we","to+life+when+we",49,0.000757002271006813,0.0370931112793339
"life+when+we+get",1,"life+when+we","get","life+when+we+get",50,0.000757002271006813,0.0378501135503407
"when+we+get+our",1,"when+we+get","our","when+we+get+our",51,0.000757002271006813,0.0386071158213475
"we+get+our+home",1,"we+get+our","home","we+get+our+home",52,0.000757002271006813,0.0393641180923543
"other+friends+have+similar",1,"other+friends+have","similar","other+friends+have+similar",53,0.000757002271006813,0.0401211203633611
"friends+have+similar+stories",1,"friends+have+similar","stories","friends+have+similar+stories",54,0.000757002271006813,0.0408781226343679
"have+similar+stories+of",1,"have+similar+stories","of","have+similar+stories+of",55,0.000757002271006813,0.0416351249053747
"similar+stories+of+how",1,"similar+stories+of","how","similar+stories+of+how",56,0.000757002271006813,0.0423921271763816
"stories+of+how+they",1,"stories+of+how","they","stories+of+how+they",57,0.000757002271006813,0.0431491294473884
"of+how+they+were",1,"of+how+they","were","of+how+they+were",58,0.000757002271006813,0.0439061317183952
"how+they+were+treated",1,"how+they+were","treated","how+they+were+treated",59,0.000757002271006813,0.044663133989402
"they+were+treated+brusquely",1,"they+were+treated","brusquely","they+were+treated+brusquely",60,0.000757002271006813,0.0454201362604088
"were+treated+brusquely+by",1,"were+treated+brusquely","by","were+treated+brusquely+by",61,0.000757002271006813,0.0461771385314156
"treated+brusquely+by+laurelwood",1,"treated+brusquely+by","laurelwood","treated+brusquely+by+laurelwood",62,0.000757002271006813,0.0469341408024224
"brusquely+by+laurelwood+staff",1,"brusquely+by+laurelwood","staff","brusquely+by+laurelwood+staff",63,0.000757002271006813,0.0476911430734293
"by+laurelwood+staff+and",1,"by+laurelwood+staff","and","by+laurelwood+staff+and",64,0.000757002271006813,0.0484481453444361
"laurelwood+staff+and+as",1,"laurelwood+staff+and","as","laurelwood+staff+and+as",65,0.000757002271006813,0.0492051476154429
"staff+and+as+often",1,"staff+and+as","often","staff+and+as+often",66,0.000757002271006813,0.0499621498864497
"and+as+often+as",1,"and+as+often","as","and+as+often+as",67,0.000757002271006813,0.0507191521574565
"as+often+as+not",1,"as+often+as","not","as+often+as+not",68,0.000757002271006813,0.0514761544284633
"often+as+not+the",1,"often+as+not","the","often+as+not+the",69,0.000757002271006813,0.0522331566994701
"as+not+the+same",1,"as+not+the","same","as+not+the+same",70,0.000757002271006813,0.052990158970477
"not+the+same+names",1,"not+the+same","names","not+the+same+names",71,0.000757002271006813,0.0537471612414838
"the+same+names+keep",1,"the+same+names","keep","the+same+names+keep",72,0.000757002271006813,0.0545041635124906
"same+names+keep+coming",1,"same+names+keep","coming","same+names+keep+coming",73,0.000757002271006813,0.0552611657834974
"names+keep+coming+up",1,"names+keep+coming","up","names+keep+coming+up",74,0.000757002271006813,0.0560181680545042
"keep+coming+up+about",1,"keep+coming+up","about","keep+coming+up+about",75,0.000757002271006813,0.056775170325511
"coming+up+about+a",1,"coming+up+about","a","coming+up+about+a",76,0.000757002271006813,0.0575321725965178
"up+about+a+halfdozen",1,"up+about+a","halfdozen","up+about+a+halfdozen",77,0.000757002271006813,0.0582891748675247
"about+a+halfdozen+friends",1,"about+a+halfdozen","friends","about+a+halfdozen+friends",78,0.000757002271006813,0.0590461771385315
"a+halfdozen+friends+of",1,"a+halfdozen+friends","of","a+halfdozen+friends+of",79,0.000757002271006813,0.0598031794095383
"halfdozen+friends+of+mine",1,"halfdozen+friends+of","mine","halfdozen+friends+of+mine",80,0.000757002271006813,0.0605601816805451
"friends+of+mine+refuse",1,"friends+of+mine","refuse","friends+of+mine+refuse",81,0.000757002271006813,0.0613171839515519
"of+mine+refuse+to",1,"of+mine+refuse","to","of+mine+refuse+to",82,0.000757002271006813,0.0620741862225587
"mine+refuse+to+step",1,"mine+refuse+to","step","mine+refuse+to+step",83,0.000757002271006813,0.0628311884935655
"refuse+to+step+foot",1,"refuse+to+step","foot","refuse+to+step+foot",84,0.000757002271006813,0.0635881907645723
"to+step+foot+in",1,"to+step+foot","in","to+step+foot+in",85,0.000757002271006813,0.0643451930355791
"step+foot+in+there",1,"step+foot+in","there","step+foot+in+there",86,0.000757002271006813,0.065102195306586
"foot+in+there+ever",1,"foot+in+there","ever","foot+in+there+ever",87,0.000757002271006813,0.0658591975775928
"in+there+ever+again",1,"in+there+ever","again","in+there+ever+again",88,0.000757002271006813,0.0666161998485996
"there+ever+again+because",1,"there+ever+again","because","there+ever+again+because",89,0.000757002271006813,0.0673732021196064
"ever+again+because+of",1,"ever+again+because","of","ever+again+because+of",90,0.000757002271006813,0.0681302043906132
"again+because+of+it",1,"again+because+of","it","again+because+of+it",91,0.000757002271006813,0.06888720666162
"because+of+it+how",1,"because+of+it","how","because+of+it+how",92,0.000757002271006813,0.0696442089326268
"of+it+how+many",1,"of+it+how","many","of+it+how+many",93,0.000757002271006813,0.0704012112036336
"it+how+many+others",1,"it+how+many","others","it+how+many+others",94,0.000757002271006813,0.0711582134746404
"how+many+others+theyre",1,"how+many+others","theyre","how+many+others+theyre",95,0.000757002271006813,0.0719152157456472
"many+others+theyre+telling",1,"many+others+theyre","telling","many+others+theyre+telling",96,0.000757002271006813,0.072672218016654
"one+can+only+guess",1,"one+can+only","guess","one+can+only+guess",97,0.000757002271006813,0.0734292202876608
"peter+schiff+hard+to",1,"peter+schiff+hard","to","peter+schiff+hard+to",98,0.000757002271006813,0.0741862225586676
"schiff+hard+to+tell",1,"schiff+hard+to","tell","schiff+hard+to+tell",99,0.000757002271006813,0.0749432248296744
"hard+to+tell+it",1,"hard+to+tell","it","hard+to+tell+it",100,0.000757002271006813,0.0757002271006812
"to+tell+it+will",1,"to+tell+it","will","to+tell+it+will",101,0.000757002271006813,0.0764572293716881
"tell+it+will+look",1,"tell+it+will","look","tell+it+will+look",102,0.000757002271006813,0.0772142316426949
"it+will+look+pretty",1,"it+will+look","pretty","it+will+look+pretty",103,0.000757002271006813,0.0779712339137017
"will+look+pretty+bad",1,"will+look+pretty","bad","will+look+pretty+bad",104,0.000757002271006813,0.0787282361847085
"look+pretty+bad+for",1,"look+pretty+bad","for","look+pretty+bad+for",105,0.000757002271006813,0.0794852384557153
"pretty+bad+for+most",1,"pretty+bad+for","most","pretty+bad+for+most",106,0.000757002271006813,0.0802422407267221
"bad+for+most+americans",1,"bad+for+most","americans","bad+for+most+americans",107,0.000757002271006813,0.0809992429977289
"for+most+americans+when",1,"for+most+americans","when","for+most+americans+when",108,0.000757002271006813,0.0817562452687357
"most+americans+when+prices",1,"most+americans+when","prices","most+americans+when+prices",109,0.000757002271006813,0.0825132475397425
"americans+when+prices+will",1,"americans+when+prices","will","americans+when+prices+will",110,0.000757002271006813,0.0832702498107493
"when+prices+will+go",1,"when+prices+will","go","when+prices+will+go",111,0.000757002271006813,0.0840272520817561
"prices+will+go+way",1,"prices+will+go","way","prices+will+go+way",112,0.000757002271006813,0.0847842543527629
"will+go+way+up",1,"will+go+way","up","will+go+way+up",113,0.000757002271006813,0.0855412566237697
"go+way+up+and",1,"go+way+up","and","go+way+up+and",114,0.000757002271006813,0.0862982588947765
"way+up+and+they",1,"way+up+and","they","way+up+and+they",115,0.000757002271006813,0.0870552611657834
"up+and+they+cant",1,"up+and+they","cant","up+and+they+cant",116,0.000757002271006813,0.0878122634367902
"and+they+cant+afford",1,"and+they+cant","afford","and+they+cant+afford",117,0.000757002271006813,0.088569265707797
"they+cant+afford+to",1,"they+cant+afford","to","they+cant+afford+to",118,0.000757002271006813,0.0893262679788038
"cant+afford+to+buy",1,"cant+afford+to","buy","cant+afford+to+buy",119,0.000757002271006813,0.0900832702498106
"afford+to+buy+stuff",1,"afford+to+buy","stuff","afford+to+buy+stuff",120,0.000757002271006813,0.0908402725208174
"to+buy+stuff+it",1,"to+buy+stuff","it","to+buy+stuff+it",121,0.000757002271006813,0.0915972747918242
"buy+stuff+it+could",1,"buy+stuff+it","could","buy+stuff+it+could",122,0.000757002271006813,0.092354277062831
"stuff+it+could+also",1,"stuff+it+could","also","stuff+it+could+also",123,0.000757002271006813,0.0931112793338378
"it+could+also+get",1,"it+could+also","get","it+could+also+get",124,0.000757002271006813,0.0938682816048446
"could+also+get+very",1,"could+also+get","very","could+also+get+very",125,0.000757002271006813,0.0946252838758514
"also+get+very+bad",1,"also+get+very","bad","also+get+very+bad",126,0.000757002271006813,0.0953822861468582
"get+very+bad+as",1,"get+very+bad","as","get+very+bad+as",127,0.000757002271006813,0.096139288417865
"very+bad+as+far",1,"very+bad+as","far","very+bad+as+far",128,0.000757002271006813,0.0968962906888718
"bad+as+far+as",1,"bad+as+far","as","bad+as+far+as",129,0.000757002271006813,0.0976532929598787
"as+far+as+loss",1,"as+far+as","loss","as+far+as+loss",130,0.000757002271006813,0.0984102952308855
"far+as+loss+of",1,"far+as+loss","of","far+as+loss+of",131,0.000757002271006813,0.0991672975018923
"as+loss+of+individual",1,"as+loss+of","individual","as+loss+of+individual",132,0.000757002271006813,0.0999242997728991
"loss+of+individual+liberty",1,"loss+of+individual","liberty","loss+of+individual+liberty",133,0.000757002271006813,0.100681302043906
"of+individual+liberty+a",1,"of+individual+liberty","a","of+individual+liberty+a",134,0.000757002271006813,0.101438304314913
"individual+liberty+a+lot",1,"individual+liberty+a","lot","individual+liberty+a+lot",135,0.000757002271006813,0.102195306585919
"liberty+a+lot+of",1,"liberty+a+lot","of","liberty+a+lot+of",136,0.000757002271006813,0.102952308856926
"a+lot+of+people",1,"a+lot+of","people","a+lot+of+people",137,0.000757002271006813,0.103709311127933
"lot+of+people+will",1,"lot+of+people","will","lot+of+people+will",138,0.000757002271006813,0.10446631339894
"of+people+will+blame",1,"of+people+will","blame","of+people+will+blame",139,0.000757002271006813,0.105223315669947
"people+will+blame+it",1,"people+will+blame","it","people+will+blame+it",140,0.000757002271006813,0.105980317940954
"will+blame+it+on",1,"will+blame+it","on","will+blame+it+on",141,0.000757002271006813,0.10673732021196
"blame+it+on+capitalism",1,"blame+it+on","capitalism","blame+it+on+capitalism",142,0.000757002271006813,0.107494322482967
"it+on+capitalism+on",1,"it+on+capitalism","on","it+on+capitalism+on",143,0.000757002271006813,0.108251324753974
"on+capitalism+on+freedom",1,"on+capitalism+on","freedom","on+capitalism+on+freedom",144,0.000757002271006813,0.109008327024981
"capitalism+on+freedom+and",1,"capitalism+on+freedom","and","capitalism+on+freedom+and",145,0.000757002271006813,0.109765329295988
"on+freedom+and+they",1,"on+freedom+and","they","on+freedom+and+they",146,0.000757002271006813,0.110522331566994
"freedom+and+they+will",1,"freedom+and+they","will","freedom+and+they+will",147,0.000757002271006813,0.111279333838001
"and+they+will+claim",1,"and+they+will","claim","and+they+will+claim",148,0.000757002271006813,0.112036336109008
"they+will+claim+we",1,"they+will+claim","we","they+will+claim+we",149,0.000757002271006813,0.112793338380015
"will+claim+we+need",1,"will+claim+we","need","will+claim+we+need",150,0.000757002271006813,0.113550340651022
"claim+we+need+more",1,"claim+we+need","more","claim+we+need+more",151,0.000757002271006813,0.114307342922028
"we+need+more+government",1,"we+need+more","government","we+need+more+government",152,0.000757002271006813,0.115064345193035
"need+more+government+it",1,"need+more+government","it","need+more+government+it",153,0.000757002271006813,0.115821347464042
"more+government+it+could",1,"more+government+it","could","more+government+it+could",154,0.000757002271006813,0.116578349735049
"government+it+could+be",1,"government+it+could","be","government+it+could+be",155,0.000757002271006813,0.117335352006056
"it+could+be+used",1,"it+could+be","used","it+could+be+used",156,0.000757002271006813,0.118092354277062
"could+be+used+as",1,"could+be+used","as","could+be+used+as",157,0.000757002271006813,0.118849356548069
"be+used+as+an",1,"be+used+as","an","be+used+as+an",158,0.000757002271006813,0.119606358819076
"used+as+an+impetus",1,"used+as+an","impetus","used+as+an+impetus",159,0.000757002271006813,0.120363361090083
"as+an+impetus+for",1,"as+an+impetus","for","as+an+impetus+for",160,0.000757002271006813,0.12112036336109
"an+impetus+for+more",1,"an+impetus+for","more","an+impetus+for+more",161,0.000757002271006813,0.121877365632096
"impetus+for+more+regulation",1,"impetus+for+more","regulation","impetus+for+more+regulation",162,0.000757002271006813,0.122634367903103
"for+more+regulation+which",1,"for+more+regulation","which","for+more+regulation+which",163,0.000757002271006813,0.12339137017411
"more+regulation+which+would",1,"more+regulation+which","would","more+regulation+which+would",164,0.000757002271006813,0.124148372445117
"regulation+which+would+be",1,"regulation+which+would","be","regulation+which+would+be",165,0.000757002271006813,0.124905374716124
"which+would+be+a",1,"which+would+be","a","which+would+be+a",166,0.000757002271006813,0.125662376987131
"would+be+a+disaster",1,"would+be+a","disaster","would+be+a+disaster",167,0.000757002271006813,0.126419379258137
"be+a+disaster+or",1,"be+a+disaster","or","be+a+disaster+or",168,0.000757002271006813,0.127176381529144
"a+disaster+or+it",1,"a+disaster+or","it","a+disaster+or+it",169,0.000757002271006813,0.127933383800151
"disaster+or+it+could",1,"disaster+or+it","could","disaster+or+it+could",170,0.000757002271006813,0.128690386071158
"or+it+could+be",1,"or+it+could","be","or+it+could+be",171,0.000757002271006813,0.129447388342165
"it+could+be+an",1,"it+could+be","an","it+could+be+an",172,0.000757002271006813,0.130204390613171
"could+be+an+impetus",1,"could+be+an","impetus","could+be+an+impetus",173,0.000757002271006813,0.130961392884178
"be+an+impetus+to",1,"be+an+impetus","to","be+an+impetus+to",174,0.000757002271006813,0.131718395155185
"an+impetus+to+get",1,"an+impetus+to","get","an+impetus+to+get",175,0.000757002271006813,0.132475397426192
"impetus+to+get+rid",1,"impetus+to+get","rid","impetus+to+get+rid",176,0.000757002271006813,0.133232399697199
"to+get+rid+of",1,"to+get+rid","of","to+get+rid+of",177,0.000757002271006813,0.133989401968205
"get+rid+of+all",1,"get+rid+of","all","get+rid+of+all",178,0.000757002271006813,0.134746404239212
"rid+of+all+the",1,"rid+of+all","the","rid+of+all+the",179,0.000757002271006813,0.135503406510219
"of+all+the+regulation",1,"of+all+the","regulation","of+all+the+regulation",180,0.000757002271006813,0.136260408781226
"all+the+regulation+that",1,"all+the+regulation","that","all+the+regulation+that",181,0.000757002271006813,0.137017411052233
"the+regulation+that+was",1,"the+regulation+that","was","the+regulation+that+was",182,0.000757002271006813,0.137774413323239
"regulation+that+was+causing",1,"regulation+that+was","causing","regulation+that+was+causing",183,0.000757002271006813,0.138531415594246
"that+was+causing+the",1,"that+was+causing","the","that+was+causing+the",184,0.000757002271006813,0.139288417865253
"was+causing+the+problem",1,"was+causing+the","problem","was+causing+the+problem",185,0.000757002271006813,0.14004542013626
"causing+the+problem+but",1,"causing+the+problem","but","causing+the+problem+but",186,0.000757002271006813,0.140802422407267
"the+problem+but+whether",1,"the+problem+but","whether","the+problem+but+whether",187,0.000757002271006813,0.141559424678273
"problem+but+whether+we",1,"problem+but+whether","we","problem+but+whether+we",188,0.000757002271006813,0.14231642694928
"but+whether+we+will",1,"but+whether+we","will","but+whether+we+will",189,0.000757002271006813,0.143073429220287
"whether+we+will+do",1,"whether+we+will","do","whether+we+will+do",190,0.000757002271006813,0.143830431491294
"we+will+do+the",1,"we+will+do","the","we+will+do+the",191,0.000757002271006813,0.144587433762301
"will+do+the+right",1,"will+do+the","right","will+do+the+right",192,0.000757002271006813,0.145344436033307
"do+the+right+or",1,"do+the+right","or","do+the+right+or",193,0.000757002271006813,0.146101438304314
"the+right+or+the",1,"the+right+or","the","the+right+or+the",194,0.000757002271006813,0.146858440575321
"right+or+the+wrong",1,"right+or+the","wrong","right+or+the+wrong",195,0.000757002271006813,0.147615442846328
"or+the+wrong+thing",1,"or+the+wrong","thing","or+the+wrong+thing",196,0.000757002271006813,0.148372445117335
"the+wrong+thing+here",1,"the+wrong+thing","here","the+wrong+thing+here",197,0.000757002271006813,0.149129447388342
"wrong+thing+here+in",1,"wrong+thing+here","in","wrong+thing+here+in",198,0.000757002271006813,0.149886449659348
"thing+here+in+america",1,"thing+here+in","america","thing+here+in+america",199,0.000757002271006813,0.150643451930355
"here+in+america+there",1,"here+in+america","there","here+in+america+there",200,0.000757002271006813,0.151400454201362
"in+america+there+will",1,"in+america+there","will","in+america+there+will",201,0.000757002271006813,0.152157456472369
"america+there+will+be",1,"america+there+will","be","america+there+will+be",202,0.000757002271006813,0.152914458743376
"there+will+be+a",1,"there+will+be","a","there+will+be+a",203,0.000757002271006813,0.153671461014382
"will+be+a+lot",1,"will+be+a","lot","will+be+a+lot",204,0.000757002271006813,0.154428463285389
"be+a+lot+of",1,"be+a+lot","of","be+a+lot+of",205,0.000757002271006813,0.155185465556396
"a+lot+of+pain",1,"a+lot+of","pain","a+lot+of+pain",206,0.000757002271006813,0.155942467827403
"lot+of+pain+first",1,"lot+of+pain","first","lot+of+pain+first",207,0.000757002271006813,0.15669947009841
"of+pain+first+we",1,"of+pain+first","we","of+pain+first+we",208,0.000757002271006813,0.157456472369416
"pain+first+we+got",1,"pain+first+we","got","pain+first+we+got",209,0.000757002271006813,0.158213474640423
"first+we+got+some",1,"first+we+got","some","first+we+got+some",210,0.000757002271006813,0.15897047691143
"we+got+some+serious",1,"we+got+some","serious","we+got+some+serious",211,0.000757002271006813,0.159727479182437
"got+some+serious+problems",1,"got+some+serious","problems","got+some+serious+problems",212,0.000757002271006813,0.160484481453444
"some+serious+problems+we",1,"some+serious+problems","we","some+serious+problems+we",213,0.000757002271006813,0.16124148372445
"serious+problems+we+have",1,"serious+problems+we","have","serious+problems+we+have",214,0.000757002271006813,0.161998485995457
"problems+we+have+to",1,"problems+we+have","to","problems+we+have+to",215,0.000757002271006813,0.162755488266464
"we+have+to+deal",1,"we+have+to","deal","we+have+to+deal",216,0.000757002271006813,0.163512490537471
"have+to+deal+with",1,"have+to+deal","with","have+to+deal+with",217,0.000757002271006813,0.164269492808478
"to+deal+with+but",1,"to+deal+with","but","to+deal+with+but",218,0.000757002271006813,0.165026495079484
"deal+with+but+we",1,"deal+with+but","we","deal+with+but+we",219,0.000757002271006813,0.165783497350491
"with+but+we+are",1,"with+but+we","are","with+but+we+are",220,0.000757002271006813,0.166540499621498
"but+we+are+not",1,"but+we+are","not","but+we+are+not",221,0.000757002271006813,0.167297501892505
"we+are+not+dealing",1,"we+are+not","dealing","we+are+not+dealing",222,0.000757002271006813,0.168054504163512
"are+not+dealing+with",1,"are+not+dealing","with","are+not+dealing+with",223,0.000757002271006813,0.168811506434519
"not+dealing+with+the",1,"not+dealing+with","the","not+dealing+with+the",224,0.000757002271006813,0.169568508705525
"dealing+with+the+problems",1,"dealing+with+the","problems","dealing+with+the+problems",225,0.000757002271006813,0.170325510976532
"with+the+problems+we",1,"with+the+problems","we","with+the+problems+we",226,0.000757002271006813,0.171082513247539
"the+problems+we+only",1,"the+problems+we","only","the+problems+we+only",227,0.000757002271006813,0.171839515518546
"problems+we+only+make",1,"problems+we+only","make","problems+we+only+make",228,0.000757002271006813,0.172596517789553
"we+only+make+the",1,"we+only+make","the","we+only+make+the",229,0.000757002271006813,0.173353520060559
"only+make+the+problems",1,"only+make+the","problems","only+make+the+problems",230,0.000757002271006813,0.174110522331566
"make+the+problems+worse",1,"make+the+problems","worse","make+the+problems+worse",231,0.000757002271006813,0.174867524602573
"pure+large+leaf+assam",1,"pure+large+leaf","assam","pure+large+leaf+assam",232,0.000757002271006813,0.17562452687358
"large+leaf+assam+no",1,"large+leaf+assam","no","large+leaf+assam+no",233,0.000757002271006813,0.176381529144587
"leaf+assam+no+waffling",1,"leaf+assam+no","waffling","leaf+assam+no+waffling",234,0.000757002271006813,0.177138531415593
"assam+no+waffling+with",1,"assam+no+waffling","with","assam+no+waffling+with",235,0.000757002271006813,0.1778955336866
"no+waffling+with+the",1,"no+waffling+with","the","no+waffling+with+the",236,0.000757002271006813,0.178652535957607
"waffling+with+the+leaf",1,"waffling+with+the","leaf","waffling+with+the+leaf",237,0.000757002271006813,0.179409538228614
"with+the+leaf+thank",1,"with+the+leaf","thank","with+the+leaf+thank",238,0.000757002271006813,0.180166540499621
"the+leaf+thank+you",1,"the+leaf+thank","you","the+leaf+thank+you",239,0.000757002271006813,0.180923542770627
"leaf+thank+you+i",1,"leaf+thank+you","i","leaf+thank+you+i",240,0.000757002271006813,0.181680545041634
"thank+you+i+want",1,"thank+you+i","want","thank+you+i+want",241,0.000757002271006813,0.182437547312641
"you+i+want+it",1,"you+i+want","it","you+i+want+it",242,0.000757002271006813,0.183194549583648
"i+want+it+strong",1,"i+want+it","strong","i+want+it+strong",243,0.000757002271006813,0.183951551854655
"want+it+strong+and",1,"want+it+strong","and","want+it+strong+and",244,0.000757002271006813,0.184708554125661
"it+strong+and+dark",1,"it+strong+and","dark","it+strong+and+dark",245,0.000757002271006813,0.185465556396668
"strong+and+dark+with",1,"strong+and+dark","with","strong+and+dark+with",246,0.000757002271006813,0.186222558667675
"and+dark+with+no",1,"and+dark+with","no","and+dark+with+no",247,0.000757002271006813,0.186979560938682
"dark+with+no+herby",1,"dark+with+no","herby","dark+with+no+herby",248,0.000757002271006813,0.187736563209689
"with+no+herby+frills",1,"with+no+herby","frills","with+no+herby+frills",249,0.000757002271006813,0.188493565480695
"no+herby+frills+and",1,"no+herby+frills","and","no+herby+frills+and",250,0.000757002271006813,0.189250567751702
"herby+frills+and+for",1,"herby+frills+and","for","herby+frills+and+for",251,0.000757002271006813,0.190007570022709
"frills+and+for+goodness",1,"frills+and+for","goodness","frills+and+for+goodness",252,0.000757002271006813,0.190764572293716
"and+for+goodness+sake",1,"and+for+goodness","sake","and+for+goodness+sake",253,0.000757002271006813,0.191521574564723
"for+goodness+sake+no",1,"for+goodness+sake","no","for+goodness+sake+no",254,0.000757002271006813,0.19227857683573
"goodness+sake+no+fruit",1,"goodness+sake+no","fruit","goodness+sake+no+fruit",255,0.000757002271006813,0.193035579106736
"sake+no+fruit+mixers",1,"sake+no+fruit","mixers","sake+no+fruit+mixers",256,0.000757002271006813,0.193792581377743
"no+fruit+mixers+and",1,"no+fruit+mixers","and","no+fruit+mixers+and",257,0.000757002271006813,0.19454958364875
"fruit+mixers+and+no",1,"fruit+mixers+and","no","fruit+mixers+and+no",258,0.000757002271006813,0.195306585919757
"mixers+and+no+sweetener",1,"mixers+and+no","sweetener","mixers+and+no+sweetener",259,0.000757002271006813,0.196063588190764
"and+no+sweetener+why",1,"and+no+sweetener","why","and+no+sweetener+why",260,0.000757002271006813,0.19682059046177
"no+sweetener+why+would",1,"no+sweetener+why","would","no+sweetener+why+would",261,0.000757002271006813,0.197577592732777
"sweetener+why+would+you",1,"sweetener+why+would","you","sweetener+why+would+you",262,0.000757002271006813,0.198334595003784
"why+would+you+do",1,"why+would+you","do","why+would+you+do",263,0.000757002271006813,0.199091597274791
