"","count"
"columbus",17
"ohio",134
"democratic",53
"gov",47
"ted",8
"strickland",3
"and",8947
"his",1578
"republican",78
"challenger",10
"john",121
"kasich",10
"hurled",2
"at",2088
"voters",61
"sharply",5
"different",98
"views",18
"of",7687
"the",19641
"buckeye",1
"state",467
"its",668
"government",127
"policy",52
"prescriptions",3
"during",240
"their",801
"first",515
"debate",23
"tuesday",114
"night",175
"among",117
"amendments",3
"house",186
"approved",40
"was",2285
"one",870
"by",1349
"rep",45
"justin",11
"amash",1
"rmich",1
"that",3320
"put",145
"certain",41
"personal",61
"information",101
"offlimits",3
"library",28
"medical",88
"gun",24
"sale",33
"records",51
"tax",138
"returns",15
"education",83
"documents",38
"block",61
"california",79
"avenue",56
"am",171
"a",8799
"person",78
"tried",48
"to",9166
"cash",39
"fraudulent",4
"check",37
"rule",14
"is",2734
"not",1146
"protecting",9
"anybody",12
"from",1491
"anyone",57
"i've",71
"spent",63
"my",464
"lifetime",13
"family",182
"has",1248
"too",165
"in",6900
"dedicating",3
"ourselves",14
"community",154
"service",90
"staying",17
"she",783
"said",2475
"it's",589
"been",701
"most",334
"gratifying",1
"thing",111
"ever",84
"done",84
"they",1046
"could",385
"be",1604
"acting",16
"out",680
"bitter",3
"instead",71
"have",1403
"blessing",4
"for",3568
"me",286
"powerful",21
"agency",61
"today",157
"refused",16
"declare",5
"new",716
"law",135
"violates",7
"state's",43
"constitution",15
"requiring",17
"towns",19
"build",45
"affordable",17
"housing",46
"without",157
"providing",16
"necessary",19
"funding",35
"release",36
"also",608
"additional",35
"expected",96
"announced",54
"later",134
"as",1814
"investigation",75
"continues",35
"r",12
"denied",14
"wednesday",112
"request",22
"clemency",3
"mark",68
"wayne",17
"wiles",2
"who",1120
"found",162
"guilty",28
"aug",13
"murder",35
"yearold",134
"klima",2
"horse",13
"farm",25
"home",284
"rootstown",1
"details",38
"morning",81
"school",366
"will",1152
"hosting",4
"two",587
"open",121
"houseparent",1
"informational",1
"meetings",28
"families",44
"interested",26
"enrolling",4
"children",124
"preschool",5
"through",289
"eighth",20
"grade",26
"nonprofit",31
"parent",13
"cooperative",4
"offering",26
"individualized",1
"tailored",3
"your",381
"child's",8
"needs",64
"daily",52
"student",50
"planning",39
"small",108
"classrooms",5
"with",2598
"studentteacher",1
"ratio",5
"multiage",1
"where",309
"are",1372
"grouped",2
"ability",42
"week",251
"before",353
"were",744
"giving",45
"us",423
"away",127
"people",478
"would",747
"lose",39
"facebook",22
"friends",87
"what",558
"kind",105
"sadistic",1
"social",53
"experiment",4
"happened",51
"quality",41
"fair",42
"price",56
"tradition",21
"you",990
"don't",247
"see",237
"other",536
"guys",62
"putting",25
"big",217
"mac",6
"clown",3
"suit",29
"do",389
"ya",2
"visiting",20
"team",312
"gets",51
"tickets",32
"addition",37
"fox",21
"television",37
"network",34
"requirements",10
"this",1214
"game",356
"arent",9
"typical",15
"regular",47
"season",285
"games",144
"avila",2
"fought",12
"off",257
"thornton's",1
"fastball",8
"leftylefty",1
"matchup",5
"bloop",2
"single",57
"brought",43
"up",756
"peralta",2
"ninth",19
"awolnation",1
"sail",1
"proved",16
"it",2142
"didn't",167
"need",154
"help",178
"celebrity",14
"sitin",1
"which",649
"got",196
"last",525
"macy",1
"gray",17
"satisfy",2
"crowd",38
"aaron",16
"bruno",5
"turned",66
"showmanship",1
"crowdsurfing",1
"on",2741
"an",1268
"actual",20
"styrofoam",1
"surfboard",1
"allowing",25
"blind",7
"melon's",1
"christopher",13
"thorn",1
"extend",16
"guitar",10
"solo",9
"war",59
"greater",25
"buffalo",6
"cruise",8
