"","count"
"i'm",183
"very",211
"concerned",21
"about",875
"the",19381
"potential",65
"possibilities",3
"of",7588
"an",1208
"issue",75
"like",533
"this",1258
"that's",207
"on",2702
"ballot",23
"when",802
"people",487
"are",1420
"angry",14
"each",177
"side",79
"he",2365
"said",2500
"i",1636
"think",256
"it",2281
"is",2903
"important",78
"because",407
"what",584
"we",1023
"have",1458
"to",8946
"do",463
"here",198
"in",6692
"state",440
"ohio",127
"continue",59
"forward",64
"motion",17
"that",3547
"had",789
"remaining",20
"healthy",28
"finalists",5
"kobe",8
"bryant",11
"lebron",9
"james",61
"dwyane",4
"wade",9
"chris",49
"bosh",5
"kevin",30
"durant",8
"carmelo",3
"anthony",21
"paul",56
"deron",2
"williams",46
"blake",11
"griffin",16
"russell",17
"westbrook",4
"tyson",5
"chandler",11
"love",99
"andre",4
"iguodala",1
"rudy",2
"gay",23
"eric",26
"gordon",14
"and",8809
"lamar",3
"odom",4
"though",148
"his",1568
"status",29
"uncertain",5
"after",628
"poor",22
"season",248
"resulted",10
"dallas",17
"mavericks",6
"deactivating",1
"him",444
"for",3472
"a",8705
"decade",34
"seemed",31
"go",233
"away",133
"but",1581
"may",258
"be",1542
"hard",97
"avoid",28
"now",340
"eve",8
"masters",6
"which",581
"starts",40
"thursday",133
"thats",36
"malesonly",1
"tradition",6
"clash",1
"with",2545
"another",236
"augusta",3
"offers",42
"membership",6
"chairman",44
"ibm",3
"at",2207
"least",114
"last",516
"four",211
"chairmen",1
"been",650
"members",122
"as",1836
"jan",26
"has",1217
"chaired",2
"by",1243
"woman",58
"shes",12
"virginia",18
"rometty",1
"whose",76
"service",113
"dates",11
"back",320
"three",339
"decades",25
"washington",107
"liberal",13
"financial",72
"heavyweights",2
"becoming",19
"more",874
"involved",43
"presidential",28
"campaign",106
"olay",1
"regenerist",1
"exclusive",5
"aminopeptide",1
"complex",31
"softens",1
"fine",54
"lines",35
"wrinkles",1
"youngerlooking",1
"skin",15
"without",154
"chemical",9
"peels",2
"believe",80
"there",603
"some",494
"fencing",3
"current",64
"park",122
"looking",88
"into",493
"teachers",58
"tuesday",151
"were",743
"advised",5
"clear",65
"their",915
"classrooms",3
"personal",48
"materials",18
"including",192
"plants",27
"animals",21
"remove",24
"any",238
"information",96
"district",126
"computers",8
"first",536
"part",196
"mistake",20
"putting",21
"wrong",49
"piece",35
"paper",26
"christie",39
"drives",10
"crazy",11
"me",267
"im",43
"not",1133
"thrilled",4
"second",203
"does",138
"anybody",15
"dc",11
"lick",2
"common",33
"sense",57
"pick",64
"up",695
"phone",53
"ask",41
"us",422
"number",98
"maclean",1
"year",538
"nhl",13
"player",88
"who",1070
"starred",3
"primarily",10
"original",37
