"","count"
"those",318
"guys",68
"are",1418
"going",318
"to",8965
"get",471
"chances",28
"because",373
"they're",102
"good",290
"olczyk",1
"said",2539
"but",1503
"if",641
"you",1014
"have",1445
"a",8762
"shutdown",5
"line",107
"you're",114
"try",77
"limit",16
"these",193
"then",259
"pick",68
"your",335
"spots",14
"on",2655
"where",314
"want",238
"go",233
"from",1533
"there",591
"it",2223
"would",691
"be",1571
"strong",70
"matchup",7
"approach",38
"against",208
"them",417
"at",2143
"home",289
"or",1037
"the",19832
"road",98
"way",316
"that",3486
"they",1128
"play",208
"and",9023
"type",22
"of",7753
"players",101
"me",274
"one",799
"you'd",13
"exploit",2
"pretty",82
"deep",40
"as",1931
"long",174
"continue",65
"consistent",13
"'stop",1
"go'",1
"like",481
"all",622
"year",605
"i",1591
"think",245
"sky",12
"is",2909
"for",3613
"just",524
"days",160
"before",336
"he'd",14
"set",148
"his",1620
"sights",5
"rappahannock",1
"river",55
"hamlet",2
"urbanna",1
"untimely",1
"withdrawal",4
"confederate",1
"gen",2
"joseph",23
"e",31
"johnston's",1
"army",27
"northern",27
"virginia",19
"its",670
"positions",31
"outsidewashington",1
"dc",17
"forced",39
"him",422
"old",122
"point",128
"comfort",24
"while",269
"were",707
"lets",9
"outlaw",3
"restaurants",35
"charging",1
"ounce",6
"steak",13
"potato",6
"bread",19
"who",1118
"oppose",7
"effort",49
"say",216
"taxpayers",12
"should",228
"not",1203
"asked",123
"fund",50
"museum",35
"greg",12
"biffle",1
"blamed",5
"winds",7
"swift",7
"pace",21
"when",803
"he",2257
"won",86
"texas",45
"saying",79
"wouldn't",40
"close",85
"any",283
"car",98
"track",41
"fear",27
"being",215
"blown",4
"into",491
"outgoing",4
"sometimes",40
"outlandish",1
"zunt",1
"struggled",12
"years",463
"with",2584
"kidney",6
"problems",56
"she",813
"got",229
"transplanted",1
"in",6741
"april",116
"yearold",118
"boy",37
"killed",58
"an",1226
"accident",14
"died",67
"friday",138
"jan",34
"hospital",66
"near",87
"her",703
"st",230
"helena",1
"calif",26
"was",2345
"bags",17
"clear",58
"cellophane",1
"gauzy",2
"fabric",11
"tied",28
"ribbon",12
"will",1083
"show",158
"off",299
"food",105
"gifts",11
"secure",13
"small",116
"gift",25
"card",44
"bow",7
"help",179
"hole",21
"puncher",1
"mehserle's",1
"attorney",75
"has",1200
"client",12
"meant",25
"use",145
"stun",1
"gun",25
"instead",85
"handgun",8
"mehserle",2
"scheduled",40
"appear",21
"court",168
"pretrial",2
"hearing",39
"los",56
"angeles",52
"trial",48
"been",644
