"","count"
"sure",262
"might",117
"need",499
"to",7855
"adjust",3
"sizingthanks",1
"uwmilwaukee",1
"school",219
"of",3614
"continuing",6
"education",17
"instructor",1
"richard",7
"hallberg",1
"organized",5
"the",9329
"spanish",18
"immersion",1
"day",928
"and",4224
"tonight's",17
"activities",3
"for",3832
"hey",271
"there",597
"teaching's",1
"almost",95
"done",163
"wow",146
"how",766
"are",1563
"you",5422
"feeling",83
"about",922
"it",2942
"i'm",1292
"right",495
"with",1706
"yeah",204
"i",7237
"hours",106
"anyway",22
"but",1229
"that's",357
"not",1208
"coolsafe",1
"especially",42
"on",2759
"a",6243
"friday",159
"really",489
"fuckin",16
"cheer",17
"me",1984
"up",1127
"now",848
"omg",111
"love",993
"we",1288
"get",1144
"together",76
"soon",186
"my",2901
"toasted",2
"eggos",1
"were",272
"warm",33
"crisp",5
"this",1659
"morning",242
"adding",12
"chef",5
"list",62
"talents",3
"can't",448
"believe",129
"dick",25
"clark",10
"died",23
"your",1785
"vision",12
"should",359
"be",1803
"bhag",1
"big",235
"hairy",3
"audacious",1
"goal",46
"make",487
"something",221
"that",2327
"is",3552
"worth",66
"working",167
"accomplishing",1
"name",104
"liam",6
"did",407
"u",763
"wrestling",7
"waffle",6
"house",134
"echelon",2
"thursday",56
"houseparty",2
"live",180
"ladies",35
"free",193
"all",1158
"night",403
"rt",904
"no",789
"man",266
"good",958
"enough",101
"govern",1
"another",183
"without",99
"other's",2
"consent",1
"abraham",3
"lincoln",11
"yep",43
"hardest",19
"part",81
"tho",59
"lol",657
"baldy",1
"thanks",886
"follow",472
"hope",332
"you're",390
"entertained",5
"by",618
"what",1021
"read",136
"here",345
"have",1732
"balloon",9
"from",847
"birthday",165
"few",129
"weeks",73
"ago",63
"hasn't",20
"popped",3
"yethehehe",1
"so",1680
"tired",65
"awww",10
"well",391
"rub",5
"one",828
"out",1128
"recommended",3
"course",62
"ur",170
"fool",20
"would",535
"hear",153
"them",412
"two",192
"more",656
"days",191
"finals",24
"then",312
"off",355
"cabo",1
"week",317
"abbot",1
"movie",110
"followed",39
"first",320
"personal",37
"training",27
"session",44
"dance",50
"was",1216
"hot",111
"just",1569
"got",563
"call",191
"abc",16
"store",56
"at",1867
"barracks",1
"road",37
"reup",1
"van",10
"winkle",1
"year",241
"if",1054
"only",430
"knew",43
"actually",122
"k",66
"new",702
"followers",93
"he",533
"could",269
"eat",103
"while",118
"driving",32
"as",699
"friend",128
"eagerly",3
"awaiting",6
"ir",3
"results",20
"some",576
"cause",91
"happiness",20
"wherever",5
"they",650
"go",691
"when",847
"great",793
"will",955
"start",177
"having",144
"tuesday",40
"retail",2
"jeff",10
"mangum",1
"spindlier",1
"than",313
"i'd",105
"imagined",2
"even",274
"lovelier",1
"dreamed",1
"don't",780
"think",550
"number",69
"full",80
"delicious",20
"foodthanks",1
"being",228
"such",106
"an",596
"awesome",244
"host",16
"know",738
"wednesday",34
"national",35
"grilled",4
"cheese",27
"sandwich",15
"skillet",1
"ready",166
"probably",93
"lot",120
"homework",25
"weekend",209
"dude",75
"mid",4
"conversation",29
"laughing",18
"gaging",1
"time",785
"she",285
"like",1220
"ok",139
"drop",25
"pants",24
"thought",159
"in",3738
"porno",1
"imagine",25
"boring",25
"must",106
"write",49
"software",11
"user",8
"manual",4
"oh",322
"see",756
"fear",28
"christians",1
"eyes",54
"ha",77
"word",104
"totally",66
"agree",70
"spamming",5
"change",111
"password",10
"shout",58
"lone",2
"snap",11
"chat",24
"lmfao",24
"sociallearn",1
"webinar",4
"concluded",1
"earth",23
"quake",2
"maryland",4
"flan",2
"la",99
"weekly",9
"blog",50
"dying",22
"hate",190
"condoms",3
"kids",113
"alot",25
"ugly",23
"next",354
"elevator",5
"bring",92
"ladder",3
"can",826
"climb",3
"same",195
"sweet",78
"deal",56
"gotta",101
"skype",15
"talk",168
"p",117
"want",460
"bday",26
"or",658
"mee",6
"its",366
"shoutout",27
"vlogg",1
"where",252
"guys",212
"said",180
"back",571
"power",67
"lunch",69
"mt",37
"looking",227
"forward",137
"business",104
"into",221
"person",104
"size",15
"class",106
"nobody's",2
"going",538
"inspiration",22
"beautiful",124
"kind",81
"smart",28
"luv",20
"charzie",1
"any",275
"purchases",1
"today",785
"mind",100
"superb",2
"instrument",1
"used",88
"rightly",1
"wrongly",2
"however",15
"becomes",8
"very",266
"destructive",1
"eckhart",2
"tolle",1
"newt",11
"suspended",6
"his",351
"campaign",25
"suggests",4
"he's",123
"coming",179
"pt",7
"it's",805
"over",314
"why",366
"say",324
"wait",264
"game",332
"vs",52
"heat",33
"whole",76
"corps",5
"received",21
"tix",27
"recognition",2
"their",288
"work",412
"double",34
"team",138
