"","count"
"over",494
"years",315
"ago",117
"two",410
"of",8757
"my",2726
"college",47
"friends",168
"and",10733
"i",7653
"headed",21
"to",10590
"curacao",1
"for",3499
"spring",48
"break",54
"remember",128
"the",18644
"three",160
"us",485
"decided",117
"we",1857
"needed",90
"all",1395
"new",502
"wardrobes",1
"trip",59
"brought",46
"so",1655
"much",488
"stuff",79
"that",4498
"our",882
"suitcases",1
"a",8997
"separate",13
"taxi",4
"from",1487
"airport",12
"hotel",30
"ah",12
"those",402
"were",800
"days",202
"if",1123
"had",1070
"do",889
"it",3975
"again",267
"would",795
"love",460
"pack",14
"some",861
"higher",24
"end",200
"items",38
"below",53
"luxurious",3
"designer",27
"towel",5
"great",285
"bikini",3
"fabulous",18
"jewelry",9
"top",176
"list",95
"plus",39
"side",124
"what",1115
"heck",3
"bug",7
"is",4443
"at",1688
"her",1011
"nana's",1
"this",2569
"morning",125
"house",169
"quiet",20
"i'm",391
"enjoying",23
"coffee",41
"sounds",34
"like",1021
"perfect",90
"time",852
"join",33
"friday",56
"follow",54
"find",251
"blogs",23
"hi",20
"lovelies",2
"how",678
"are",1944
"you",2934
"having",166
"real",129
"manic",4
"hectic",5
"monday",56
"gonna",19
"try",131
"be",2011
"quick",57
"lol",34
"difference",44
"between",168
"blarney",1
"baloney",1
"doilies",2
"ribbon",20
"acrylic",4
"paint",25
"white",130
"flowers",40
"own",274
"stash",15
"achild",1
"sugaring",1
"safe",33
"clean",40
"there",944
"no",739
"cross",21
"contamination",3
"which",721
"can",1025
"happen",45
"with",2901
"waxing",2
"double",28
"dipping",1
"eeewww",1
"when",1032
"should",265
"cry",19
"steph",1
"noah's",1
"ark",1
"about",1143
"but",2013
"im",288
"realizing",7
"life",375
"happening",20
"right",342
"now",618
"in",5838
"moment",74
"not",1733
"going",359
"wait",85
"finally",109
"start",142
"living",105
"once",198
"lose",34
"weight",46
"because",567
"have",2239
"reasons",35
"proud",25
"accomplishments",3
"very",505
"tests",7
