"","count"
"heading",44
"to",7861
"a",6062
"zumbathon",2
"this",1673
"morning",253
"hours",103
"of",3631
"zumba",5
"benefit",20
"organization",10
"that",2393
"works",58
"w",171
"students",62
"autism",4
"and",4306
"other",180
"disabilities",1
"i",7118
"have",1606
"feeling",100
"his",353
"grin",1
"is",3655
"going",525
"meet",94
"around",151
"the",9291
"back",508
"head",111
"german",5
"wtf",33
"just",1454
"saw",113
"video",122
"alicia",2
"silverstone",1
"chewing",1
"her",338
"food",123
"spitting",1
"it",2940
"into",202
"baby's",4
"mouth",29
"she",298
"knows",36
"she's",60
"not",1207
"bird",12
"right",453
"reviews",10
"done",180
"now",859
"hiking",3
"shall",19
"be",1761
"commenced",1
"headed",34
"cinefamily",1
"see",694
"turin",1
"horse",13
"my",2809
"neighbor",6
"totoro",1
"hope",339
"tonight",445
"was",1178
"greatdrive",1
"home",201
"safely",3
"so",1643
"did",422
"trust",29
"haha",258
"what",1137
"dobreakfast",1
"or",714
"brunch",11
"thanks",944
"yeah",217
"had",430
"major",20
"fun",212
"love",1063
"place",96
"wish",175
"could",243
"played",37
"earlier",16
"longer",29
"but",1258
"i'll",274
"real",163
"soon",186
"don't",710
"worry",29
"will",948
"all",1184
"in",3850
"week",281
"then",328
"you",5395
"can",885
"sit",29
"relax",10
"maybe",143
"drink",62
"on",2742
"island",24
"good",975
"our",651
"new",716
"followers",102
"we",1385
"can't",456
"wait",274
"start",167
"rolling",17
"out",1145
"some",624
"faces",12
"next",314
"stay",111
"tuned",35
"wherever",5
"go",730
"no",768
"matter",56
"weather",68
"always",286
"bring",88
"your",1660
"own",121
"sunshine",17
"anthony",8
"j",25
"d'angelo",1
"us",494
"thats",78
"why",375
"took",61
"two",201
"yes",285
"im",323
"sorry",154
"o",54
"vinyl",7
"possibility",6
"tweet",202
"ya'll",9
"ya",112
"stop",189
"look",274
"like",1210
"buffalo",8
"perfectionist",1
"when",740
"comes",51
"being",239
"imperfect",1
"conversation",34
"with",1686
"john",52
"grinders",1
"dont",151
"take",276
"summer",93
"breaks",12
"people",480
"who",577
"sent",43
"them",365
"there",628
"how",766
"often",36
"does",201
"really",448
"happen",57
"its",357
"say",327
"they",664
"cant",105
"their",274
"opinion",11
"do",1017
"feel",217
"put",139
"more",635
"effort",12
"than",285
"getting",288
"indonesia",1
"as",663
"one",756
"'s",118
"locations",5
"turned",22
"ma",11
"thesis",6
"proposal",6
"last",364
"nightjust",1
"waiting",76
"hear",152
"if",1046
"aint",27
"gotta",113
"dream",73
"got",561
"nothing",108
"december",11
"open",111
"sundays",4
"from",771
"am",483
"pm",152
"by",558
"store",54
"enjoy",103
"lunch",63
"shopping",23
"yeshua",1
"answered",8
"bread",21
"which",117
"life",329
"watching",200
"these",145
"kiddie",2
"shows",60
"are",1580
"nick",17
"jr",15
"pbs",3
"kids",121
"sprout",2
"pain",33
"devils",5
"game",295
"slipped",3
"away",153
"need",524
"help",213
"channeling",1
"teens",6
"milwaukee",23
"universally",2
"friendly",11
"universallyf",1
"for",3939
"follow",488
"discouragement",1
"failure",15
"surest",1
"stepping",5
"stones",1
"success",73
"get",1053
"tickets",63
"concert",41
"cuz",45
"far",92
"u",696
"think",559
"started",70
"walking",32
"direction",19
"make",500
"sex",36
"me",2029
"up",1171
"i'm",1286
"only",407
"raider",2
"fani",1
"care",89
"were",250
"alaska",4
"raiders",3
"lol",646
"swbaymega",1
"kicking",9
"off",367
"half",73
"ounce",3
"creativitywhat",1
"cary",3
"grant",12
"big",226
"screen",27
"please",281
"charade",1
"tonight's",21
"winter",29
"nights",25
"film",47
"cespedes",1
"moves",11
"hold",42
"every",196
"team",134
"including",14
"a's",2
"trade",19
"present",23
"actions",9
"view",22
"set",77
"future",61
"vision",15
"without",106
"yours",44
"perish",1
"many",183
"countries",4
"brides",1
"bags",16
"chicken",34
"blood",18
"vagina",5
"prior",5
"first",308
"time",800
"prove",11
"hymen",1
"before",175
"marriage",18
"job",122
"well",392
"kcbq",1
"d",206
"sd",11
"concerns",5
"addressed",4
"san",60
"jose",8
"sharks",1
"left",102
"building",27
"fed",11
"delicious",28
"breakfast",41
"kudos",6
"they're",73
"finalist",2
"executive",8
"leadership",13
"category",6
"at",1848
"talkin'",2
"bout",62
"girl",186
"fuckedhooked",1
"wit",56
"everyone",234
"great",749
"session",34
"pumped",10
"about",897
"rest",58
"ur",150
"friends",189
"after",239
"school",189
"rotc",1
"too",607
"lazy",19
"scream",9
"name",113
"hahaha",73
"irritated",2
"hell",100
"today",737
"ready",189
"homework",26
"rango",2
"pulls",4
"oscar",13
"gold",14
"bad",204
"animated",5
"feature",19
"monday",62
"marketing",55
"tip",38
"competition",18
"google",41
"dealerships",1
"compare",8
"line",83
"that's",335
"usually",33
"ppl",43
"apply",11
"anyway",22
"freelance",2
"position",14
"would",539
"adam",18
"jones",9
"second",56
"night",419
"mammoth",2
"minutes",78
"nd",62
"lo",5
"mein",1
"calling",35
"what's",145
"menu",18
"cooking",16
"looking",254
"philly",12
"events",30
"weekend",230
"retweet",40
"birds",10
"feather",1
"flock",1
"together",80
"misery",1
"loves",37
"company",40
"hands",37
"light",42
"work",389
"rd",30
"winning",27
"pick",64
"nfl",23
"chargerscowboys",1
"taketheovera",1
"shootout",1
"dallaslotta",1
"talent",25
"both",117
"sides",8
"ball",49
"four",36
"days",175
"mcn",1
"office",72
"ideas",39
"implement",2
"made",171
"such",72
"conference",46
"bored",46
"cold",37
"things",216
"hate",180
"most",182
"poet",4
"adrienne",2
"rich",18
"has",444
"passed",11
"voices",6
"conscience",1
"lyricism",1
"american",45
"letters",6
"louise",1
"sure",254
"nfc",3
"iphone",32
"though",138
"seems",53
"decent",14
"bet",35
"expand",7
"collections",2
"management",11
"exhibit",8
"content",19
"development",14
"network",27
"chicago",61
"i'd",107
"chat",25
"oh",327
"xmen",1
"damn",103
"cool",189
"omg",128
"mom",119
"yesterday",74
"rts",11
"sale",37
"tomorrow",277
"haiti",2
"rock",75
"rebuild",4
"few",118
"ff",51
"pretty",170
"much",430
"where",252
"use",164
"data",40
"problematic",1
"collection",10
"know",811
"voice",52
"suck",39
"air",43
"helium",2
"balloons",1
"rt",876
"same",210
"shit",145
"said",165
"craziest",4
"niggas",27
"heat",38
"watch",178
"games",81
"fav",20
"teamlol",1
"giving",49
"free",192
"'x'",1
"mesh",1
"banner",5
"person",114
"design",45
"email",99
"site",46
"fooled",2
"detroit",17
"mindset",1
"an",656
"apt",4
"aphorism",1
"bus",43
"arian",1
"foster",2
"returns",6
"practice",47
"millions",9
"cry",41
"better",285
"must",140
"seat",15
"pay",57
"someone",214
"write",52
"okayy",3
"pissed",14
"participation",5
"competitive",5
"cycling",6
"grown",12
"across",27
"nation",18
"usa",11
"licensees",1
"increased",5
"between",54
"very",295
"small",43
"degree",10
"sufficient",2
"cause",96
"birth",12
"stendhal",1
"aspen",1
"pointing",4
"internship",9
"professor",8
"surprised",14
"he",532
"assignments",1
"because",249
"class",133
"didn't",159
"learning",42
"outcome",4
"expected",13
"happy",458
"let",260
"story",82
"coming",188
"chi",7
"thank",366
"sad",69
"won't",86
"spirit",16
"center",42
"wisconsin",15
"reminds",15
"cross",8
"tyler",5
"hansbrough",1
"rocker",1
"little",212
"luke",6
"harangody",1
"choice",26
"lexington",2
"guess",113
"windshield",1
"live",209
"another",161
"day",904
"wow",132
"fast",31
"able",61
"access",20
"couple",61
"i've",225
"been",456
"working",163
"while",158
"ip",5
"it's",815
"green",51
"beautiful",130
"park",51
"usher's",1
"confessions",1
"soundtrack",3
"walk",63
"bday",36
"melanie",1
"hoping",36
"angermanagement",1
"meat",4
"explosions",1
"exist",15
"keep",223
"thinkin",6
"mime",1
"face",89
"rly",3
"mask",6
"specific",9
"scene",17
"era",11
"history",41
"needs",115
"steinbeck",1
"tasamw",1
"we're",170
"excited",145
"immigration",3
"hiring",8
"foreign",6
"teachers",17
"come",383
"booth",20
"details",36
"sometimes",69
"piss",8
"fucking",72
"spectacular",3
"finished",62
"pissing",4
"excellence",6
"ny",36
"okay",91
"hun",5
"knowand",1
"tell",212
"moms",24
"samething",1
"x",53
"belief",4
"leaf",2
"awaiting",4
"autumn",4
"russ",1
"family",115
"invade",2
"wicks",1
"middletown",1
"birthday",164
"favorites",11
"bent",2
"over",311
"barrel",7
"shown",5
"fifty",3
"states",10
"refresh",6
"also",151
"strange",17
"urge",5
"listen",57
"r",109
"kelly",8
"wanna",129
"tv",70
"imagine",33
"alien",4
"guts",7
"creature",3
"attaching",1
"people's",5
"laying",12
"bed",88
"mother",27
"novel",12
"episodes",12
"heroes",2
"bitlydtous",1
"already",159
"teamed",1
"bringdtonyc",1
"bringdtochicago",1
"bringdtodetroit",1
"ahead",29
"room",85
"overlooking",1
"bay",16
"least",103
"tampa",6
"general",18
"awww",13
"lynette",1
"tom",18
"kind",108
"want",482
"business",84
"cards",25
"laid",2
"pokmon",1
"trainer",5
"idea",91
"ah",47
"austin's",6
"radio",43
"mins",11
"spring",57
"multiyear",2
"rebuilding",3
"offense",18
"cousins",3
"equal",6
"trouble",18
"lots",59
"artists",26
"area",43
"nowhere",7
"art",62
"bss",1
"key",27
"folklore",1
"scholar",4
"nice",229
"he'll",19
"playing",119
"nuggets",6
"discover",7
"tab",6
"newtwitter",2
"offerings",1
"hurry",15
"give",175
"mute",1
"button",15
"filters",1
"bright",16
"shiny",1
"mt",33
"pineapple",4
"hare",1
"count",35
"against",57
"state",72
"regents",1
"commish",1
"king",30
"says",128
"due",37
"ambiguous",2
"nature",18
"meeting",85
"welcome",141
"world",220
"rather",37
"ugly",21
"picture",51
"collage",1
"sweet",83
"jaded",1
"touch",20
"updates",29
"doing",239
"billion",17
"education",31
"liver",2
"crostini",1
"fried",5
"perhaps",15
"ribollita",1
"souphow",1
"jammin",2
"wants",75
"entertained",3
"til",29
"cancel",5
"community",38
"honestly",18
"long",179
"expecting",7
"show",305
"yr",24
"college",67
"global",13
"industrial",1
"rubber",3
"products",20
"market",36
"reach",19
"let's",127
"bruins",4
"coltszilla",1
"bush",9
"league",21
"learn",56
"mole",2
"inflamed",1
"solar",6
"seminar",7
"thursday",38
"march",32
"clinton",5
"firehouse",1
"join",69
"andrew",7
"nerves",3
"starting",68
"kick",28
"mother's",39
"fairy",5
"friend",110
"bag",22
"fam",23
"singing",34
"song",128
"artist",27
"wats",7
"went",102
"those",213
