"","count"
"we",1909
"have",2233
"been",787
"using",137
"ambleside",1
"online",67
"for",3616
"a",9001
"few",346
"years",373
"now",599
"i",7796
"love",465
"the",18719
"whole",120
"concept",30
"but",2096
"little",500
"by",1230
"whittling",1
"away",210
"at",1747
"ao",2
"books",139
"first",541
"eliminated",5
"religious",32
"stuff",90
"then",608
"that",4625
"were",818
"just",1006
"dreadfully",1
"boring",15
"we're",48
"paring",1
"back",474
"even",539
"more",912
"due",71
"to",10619
"w's",1
"glazedover",1
"look",235
"when",1075
"read",211
"them",825
"soon",89
"we'll",22
"hardly",22
"anything",153
"left",172
"dream",58
"and",11036
"like",1007
"another",307
"school",196
"year",302
"is",4352
"over",536
"throughout",53
"this",2659
"day",478
"take",329
"moments",50
"of",8956
"waiting",66
"ce",3
"matin",1
"nous",1
"avons",1
"dcouvert",1
"le",17
"la",26
"coupable",1
"that's",95
"it",3877
"above",97
"my",2651
"kingsized",1
"bed",58
"painting",17
"feet",40
"x",44
"it's",397
"chickdeezilla",1
"really",507
"peter",21
"craig",5
"alderman",1
"new",525
"york",48
"ny",15
"thank",77
"you",3020
"yourself",87
"consider",46
"following",80
"how",690
"likely",59
"are",1970
"japan",22
"or",1465
"germany",20
"attack",33
"us",540
"what",1082
"an",1111
"interesting",66
"pattern",22
"huh",5
"kade",1
"demonstrates",7
"less",136
"enthusiasm",11
"would",908
"wish",63
"something",343
"excites",1
"me",1355
"kai",1
"than",528
"repels",1
"made",400
"lovely",56
"selfpity",1
"where",406
"did",444
"go",424
"wrong",74
"about",1128
"party",96
"last",351
"night",172
"as",2171
"struggled",6
"get",718
"sleep",60
"reality",47
"hit",64
"square",25
"between",169
"eyes",83
"both",216
"in",5988
"conversation",28
"with",2899
"ginger",8
"finding",36
"time",938
"relax",5
"enough",215
"think",502
"rationally",1
"said",365
"best",224
"so",1690
"rather",112
"do",892
"everything",171
"want",348
"wake",19
"up",1068
"miserable",6
"some",894
"future",72
"no",701
"tools",14
"help",166
"deal",66
"they",1443
"need",313
"experiment",20
"experience",107
"develop",21
"those",359
"themselves",67
"today",226
"whipped",5
"out",1060
"halloween",13
"cards",37
"hopping",3
"around",336
"various",52
"sites",23
"checking",12
"everyones",6
"creations",20
"fun",151
"here",431
"recent",50
"card",80
"thats",121
"not",1756
"mean",92
"gay",11
"homosexual",6
"lover",14
"men",98
"women",105
"recipe",68
"makes",129
"good",520
"amount",42
"barbecue",4
"had",1051
"plenty",28
"dinner",43
"put",209
"pound",15
"fridge",7
"eat",75
"leftovers",2
"froze",1
"pounds",12
"two",409
"packages",4
"later",126
"freezes",1
"well",478
"most",390
"scenario",5
"view",47
"upstart",1
"rightwing",3
"parties",30
"inevitably",6
"characterised",1
"far",130
"right",350
"eventually",38
"from",1566
"current",44
"establishment",10
"becoming",23
"dominant",2
"merge",2
"together",147
"stiffening",1
"backbone",2
"old",193
"mayall",1
"its",728
"our",856
"stock",24
"trade",24
"theres",65
"other",610
"ways",64
"doing",143
"things",375
"thought",181
"nutcrackers",1
"was",2846
"masterpiece",5
"also",573
"pencil",7
"arse",3
"isnt",57
"bad",113
"stood",27
"'",9
"frame",18
"tried",72
"shove",3
"ticket",15
"coins",3
"into",666
"top",132
"semi",1
"slot",5
"can't",109
"reach",31
"choice",46
"phil",4
"annual",15
"bridge",13
"benefit",20
"concert",10
"don't",247
"know",617
"why",290
"try",156
"every",302
"used",235
"sketch",11
"friend",120
"heather",3
"who",852
"keeps",24
"coming",104
"amazing",76
"design",61
"ideas",62
"lots",65
"older",37
"basic",36
"grey",18
"papers",28
"prima",2
"embellishments",11
"allowed",43
"poppy's",1
"death",82
"become",132
"crutch",1
"feel",271
"sorry",34
"myself",165
"withdraw",3
"friends",173
"mope",1
"patheticsadsorry",1
"exact",22
"opposite",16
"he",1520
"realization",4
"didn't",137
"all",1468
"sudden",11
"make",471
"better",218
"gave",61
"strength",16
"motivation",8
"helped",24
"open",93
"positives",5
"despite",48
"borris",1
"johnson",9
"being",370
"reelected",1
"mayor",7
"london",30
"labour",10
"dominated",4
"entire",53
"voting",5
"ed",9
"milliband",1
"saying",83
"will",1096
"quick",45
"fix",17
"confidence",11
"next",237
"voters",7
"stay",79
"loyal",1
"only",507
"tell",166
"there",944
"printed",10
"preen",1
"ones",87
"could",463
"having",143
"digital",26
"print",26
"placed",24
"beautifully",8
"on",2660
"leather",11
"shoe",4
"without",186
"looking",159
"tiniest",3
"bit",188
"tacky",4
"exactly",47
"expect",32
"see",499
"highstreet",1
"again",258
"none",37
"these",499
"going",375
"lately",23
"ive",182
"deciding",7
"shoes",23
"white",140
"outfits",3
"listen",42
"obey",6
"should",300
"may",326
"yesterday",62
"shops",8
"museums",1
"unfortunately",33
"closed",23
"hearts",33
"struck",7
"cricut",8
"cartridge",7
"row",18
"sc",12
"dec",3
"ch",4
"turn",80
"police",59
"arrested",11
"people",589
"including",74
"staying",25
"four",85
"bungalows",1
"taiwan",1
"china",31
"mare",7
"versatile",5
"seat",23
"angles",5
"add",137
"comfort",20
"different",204
"age",62
"babies",23
"infants",2
"toddlers",2
"be",2075
"questions",66
"against",104
"god",226
"situations",13
"give",189
"bitterness",6
"shame",14
"guilt",15
"loneliness",2
"insecurity",3
"constant",20
"anger",14
"fear",51
"rebellions",1
"lack",41
"passion",26
"joy",46
"trying",138
"please",90
"wanting",18
"peoples",18
"attention",42
"harsh",10
"depression",11
"feeling",100
"inferior",1
"measured",13
"superior",10
"world",269
"viewing",16
"impersonal",1
"able",128
"relate",5
"easily",51
"presence",21
"needs",80
"performances",9
"before",372
"either",83
"praying",14
"loudly",5
"raise",22
"hands",57
"because",572
"performance",37
"cannot",80
"imagine",40
"near",56
"always",238
"punisher",1
"if",1059
"didnt",130
"one",1235
"self",32
"small",145
"hurt",22
"life",455
"somewhere",35
"concern",17
"lives",86
"angry",25
"frustrated",8
"never",310
"expresses",1
"his",1148
"affections",3
"emotions",20
"upon",78
"children",185
"each",266
"constantly",23
"might",196
"happen",79
"way",454
"judge",23
"actually",182
"judging",12
"needing",3
"forgiveness",5
"heat",50
"wok",2
"table",55
"spoon",9
"vegetable",11
"oil",48
"teaspoon",10
"sesame",3
"week",237
"notia",1
"rallied",5
"too",373
"quickly",68
"though",218
"hell",53
"you're",78
"playing",71
"pevan",1
"strand",4
"came",153
"relaxed",12
"haven't",57
"long",260
"course",179
"quilt",24
"market",53
"weeks",108
"i'm",366
"nowhere",13
"close",80
"ready",87
"hold",67
"shred",3
"relaxation",3
"while",367
