"","count"
"athletic",19
"bio",5
"allconference",4
"basketball",43
"first",517
"team",293
"allstate",4
"special",82
"mention",14
"madison",10
"county",290
"female",20
"athlete",6
"cameron",15
"cut",80
"short",55
"a",8773
"visit",58
"to",9058
"africa",10
"and",8826
"is",2842
"expected",93
"return",88
"britain",5
"for",3412
"an",1222
"emergency",32
"session",28
"wednesday",102
"of",7640
"parliament",5
"on",2615
"the",19202
"scandal",16
"my",409
"kind",68
"town",63
"els",1
"said",2504
"people",464
"like",507
"have",1359
"good",268
"time",502
"we",942
"know",228
"these",234
"outreach",4
"efforts",38
"are",1295
"helping",42
"detect",5
"cancer",39
"early",122
"saving",6
"lives",60
"she",735
"newark",43
"while",292
"proposal",42
"avoid",34
"layoffs",16
"remains",51
"table",33
"police",277
"director",120
"garry",5
"mccarthy",6
"monday",130
"outlined",6
"reorganization",3
"effort",56
"hes",28
"already",126
"implemented",6
"in",6599
"case",143
"booker",11
"administration",47
"union",63
"fail",9
"strike",25
"deal",99
"before",349
"next",214
"weeks",86
"deadline",14
"usually",41
"their",862
"persistence",3
"temporary''",1
"bluett",1
"when",816
"it",2184
"comes",85
"jobs",91
"there's",120
"more",842
"story",91
"than",542
"normal",22
"political",88
"desire",11
"defeat",8
"someone",68
"other",516
"party",75
"republicans",46
"employers",11
"those",323
"noble",1
"jobcreators",1
"vexed",1
"by",1322
"bureaucracy",4
"regulation",8
"they",1101
"don't",246
"workers",80
"we're",117
"proud",21
"congratulate",3
"each",170
"our",390
"winners",19
"all",616
"students",131
"who've",2
"earned",43
"real",90
"us",400
"who",1129
"privileged",1
"live",73
"place",166
"with",2567
"this",1188
"caliber",8
"character",40
"care",118
"about",865
"call",107
"neighbors",18
"home",296
"soon",47
"football",73
"player",67
"journalist",8
"started",102
"writing",24
"songs",19
"struck",20
"gold",22
"president",176
"cumberland",4
"prosecutor",23
"jennifer",14
"webbmcrae",1
"confirmed",14
"shooting",41
"death",80
"stabbing",1
"but",1478
"could",386
"not",1036
"say",252
"if",607
"incidents",13
"were",787
"connected",12
"it's",528
"that",3450
"big",188
"i",1502
"just",489
"getting",120
"up",714
"there",505
"inning",33
"holliday",4
"feels",22
"i'm",185
"game",309
"at",2134
"point",130
"year",568
"review",36
"hassey",3
"division",41
"singles",8
"title",39
"her",672
"competing",7
"high",211
"school",347
"tennis",11
"after",625
"attending",15
"paradise",11
"honors",9
"surprise",18
"freshman",30
"championship",38
"was",2316
"individual",28
"centennial",8
"as",1860
"no",508
"seed",12
"defeated",9
"lidia",1
"csernak",1
"chandler",14
"hamilton",10
"straight",35
"sets",15
"ranked",15
"usta",1
"girls",33
"southwest",22
"section",18
"went",141
"play",164
"doubles",5
"where",275
"rotated",2
"among",139
"three",352
"partners",12
"won",106
"west",98
"valley",64
"invitational",3
"named",49
"class",59
"desert",19
"region",31
"mvp",4
"knew",56
"swing",19
"little",206
"bit",59
"would",651
"keep",133
"scoring",24
"runs",72
"lindbergh",1
"coach",147
"darin",1
"scott",50
"happy",58
"even",306
"though",120
"got",187
"down",236
"guys",65
"came",144
