"","count"
"o",63
"yea",60
"thats",71
"a",6090
"big",234
"change",89
"smh",41
"keep",209
"following",143
"me",2061
"y'all",37
"because",246
"i",6980
"really",477
"will",916
"follow",493
"u",777
"rite",9
"back",592
"don't",745
"know",826
"if",1056
"should",361
"light",35
"my",2858
"cigarette",5
"we",1339
"only",382
"live",196
"two",192
"blocks",6
"away",129
"hanging",21
"with",1720
"joel",7
"warren",3
"at",1882
"to",7764
"discuss",10
"hair",67
"color",22
"trends",3
"for",3910
"spring",54
"and",4383
"summerlook",1
"out",1181
"the",9257
"article",30
"later",50
"this",1638
"weekend",209
"chitown",2
"bound",11
"see",653
"you",5459
"peeps",26
"shortly",8
"ive",29
"got",587
"blue",37
"crush",12
"on",2839
"hawaiis",1
"beautiful",145
"word",97
"huge",61
"thanks",841
"offering",12
"support",107
"homeless",10
"coach",27
"nokia",1
"technology",26
"want",515
"here",340
"watching",211
"everyone",267
"loves",44
"raymond",2
"bestie",4
"good",1028
"umhalfway",1
"period",25
"made",172
"all",1194
"things",217
"hurt",45
"which",112
"didn't",182
"help",216
"face",66
"tic",2
"situation",23
"thursday",63
"is",3538
"clipper",1
"city",93
"night",452
"owl",2
"bar",46
"heavy",18
"seas",3
"drafts",3
"free",214
"pint",5
"glass",22
"first",328
"purchase",19
"until",129
"run",116
"nafta",1
"planted",3
"seeds",8
"drug",6
"war",24
"mt",27
"it",2811
"was",1088
"surreal",3
"realize",47
"corn",11
"tortillas",2
"bought",43
"in",3819
"mexico",18
"were",248
"us",567
"after",210
"being",242
"barber",5
"ims",1
"past",59
"days",160
"like",1197
"sound",55
"of",3659
"cars",20
"engines",1
"haha",244
"love",1047
"rt",877
"fact",50
"that",2283
"talked",20
"radio",47
"about",945
"almost",68
"peeing",3
"her",326
"pants",37
"lmao",86
"lys",1
"sometimes",63
"sing",30
"along",40
"man",264
"mirror",6
"just",1531
"yell",9
"right",425
"mfer",2
"hi",105
"i'm",1230
"looking",233
"wang",2
"have",1676
"most",194
"annoying",25
"voice",60
"world",206
"so",1640
"do",1053
"hafta",2
"email",96
"guest",16
"list",74
"talk",171
"your",1694
"christ",9
"but",1215
"bet",43
"can't",447
"even",272
"tell",215
"what",1137
"language",17
"spoke",9
"gimme",7
"yo",75
"number",67
"i'll",280
"call",191
"ass",102
"mall",12
"haven't",92
"thought",119
"saturday",104
"always",281
"allows",14
"stay",120
"not",1245
"work",440
"next",312
"day",887
"great",752
"chat",24
"bw",2
"vic",2
"had",408
"an",661
"excuse",18
"googlemake",1
"sure",286
"you're",388
"using",72
"correctly",4
"sxsw",16
"sxgoogle",1
"doubt",24
"part",87
"everyone's",9
"journey",18
"up",1097
"bright",20
"early",95
"can",876
"get",1081
"started",61
"still",346
"open",110
"eyes",51
"way",387
"well",400
"done",158
"makes",151
"mini",10
"much",446
"more",647
"thank",391
"ol'",3
"dvd",8
"sorry",131
"neil",5
"willie",4
"need",527
"madison",22
"wisconsin",17
"march",28
"th",211
"be",1817
"there",617
"please",313
"they",708
"sell",27
"thinners",1
"or",643
"something",200
"least",97
"i've",214
"heard",82
"woke",31
"greatest",29
"texts",8
"from",845
"dad",49
"how",762
"awesome",231
"he's",124
"seats",12
"we're",168
"star",33
"game",296
"screwed",9
"paterno",2
"dying",18
"pretty",146
"gets",84
"off",317
"except",20
"sandusky",2
"he",579
"keeps",25
"delaying",1
"trial",6
"vegas",42
"april",52
"may",171
"weekend's",4
"trip",53
"businessswear",1
"feels",54
"never",359
"moved",23
"lol",655
"walmart",5
"bike",17
"led",13
"lights",14
"giant",8
"moist",3
"wipes",4
"value",23
"pack",23
"socks",9
"tomorrow",324
"haight",1
"st",135
"outfits",2
"preparing",8
"hate",169
"theres",12
"moments",16
"when",772
"feel",275
"sad",83
"bursting",1
"into",206
"tears",17
"why",365
"could",280
"thrown",5
"one",825
"person",107
"handle",15
"meh",2
"neither",12
"stern",3
"nor",9
"goodell",2
"deserve",34
"any",296
"tracking",5
"over",284
"few",111
"by",557
"kliff",1
"jaymz",1
"drum",5
"session",36
"ringo",1
"wknd",3
"hey",220
"guys",214
"let",223
"we'll",80
"releasing",5
"winners",14
"contest",20
"monday",79
"then",325
"unfollow",7
"no",737
"ur",151
"tweets",106
"r",97
"funnyp",1
"send",101
"pic",45
"them",374
"damn",85
"complains",1
"too",566
"wanted",91
"movie",130
"end",110
"differently",7
"oh",328
"home",248
"insurance",13
"coverage",10
"uptodate",1
"ezine",1
"getting",251
"close",65
"people",489
"would",516
"leave",72
"are",1591
"treat",25
"prepare",9
"mind",101
"blown",7
"been",428
"hitting",17
"stop",193
"years",126
"now",789
"susan",7
"boyle",1
"has",478
"joined",12
"sarah",8
"palin",6
"octomom",1
"sick",63
"hearing",22
"morning",265
"rockstars",1
"ah",63
"man's",5
"reach",23
"exceed",2
"his",370
"grasp",2
"what's",149
"heaven",8
"robert",10
"browning",2
"corny",1
"joke",37
"cross",27
"snowman",2
"vampire",7
"together",75
"frostbite",1
"stadium",14
"hoppin",1
"thnx",5
"unprofessional",1
"try",147
"write",41
"down",276
"as",786
"already",140
"wait",264
"sooner",13
"think",543
"said",187
"wanna",132
"hampster",2
"share",45
"custody",2
"defeated",2
"dictators",1
"mariano",1
"rivera",2
"mound",1
"lionel",2
"model",22
"trains",6
"toys",7
"review",22
"diesel",2
"freight",1
"set",92
"bnsf",1
"hrs",11
"dealing",8
"sprint",5
"iphone",30
"user",9
"hank",3
"williams",11
"jr",12
"wasn't",54
"douche",6
"maybe",141
"someone",196
"take",309
"him",277
"seriously",73
"amazing",210
"inspire",7
"gorgeous",26
"hero",9
"nice",235
"win",161
"gospursgo",2
"beat",57
"thunder",16
"their",304
"last",387
"before",197
"annual",17
"rodeo",3
"road",40
"actually",107
"funny",105
"came",92
"hang",46
"friday",159
"within",23
"minutes",71
"passed",27
"couch",13
"thirsty",8
"niggaz",3
"havin",7
"average",14
"hoes",13
"thinkin",7
"they're",65
"than",315
"crossbow",1
"pistol",4
"amazon",8
"lets",43
"goes",64
"ityou",1
"resorting",1
"playground",2
"name",111
"callingthought",1
"talking",127
"adult",14
"lambskin",1
"condoms",5
"tiny",14
"pores",1
"make",507
"ineffective",1
"against",44
"sti",1
"transmission",1
"prevent",3
"pregnancy",4
"thinking",111
"fast",43
"food",123
"companies",10
"likng",1
"its",386
"time",748
"start",196
"ordering",6
"less",51
"combo",5
"meals",5
"feeding",2
"many",199
"chances",5
"slip",3
"la",84
"bus",40
"overhearing",2
"convo",13
"hosting",9
"chinese",19
"exchange",7
"students",61
"cook",17
"fox",14
"theater",14
"jeff",17
"mangum",1
"hella",8
"white",67
"folks",40
"married",9
"sharing",57
"husband's",1
"called",79
"miss",206
"griffith",1
"mrs",4
"henry",7
"alissa",1
"fine",45
"once",67
"hottie",3
"bosox",2
"hatwhat",1
"yankees",9
"fansyou",1
"conflict",5
"uncomfortable",4
"message",43
"auto",16
"industry",14
"save",47
"touch",38
"today",710
"true",149
"comin",8
"forgot",30
"ya",120
"cousin",8
"lawyer",5
"ask",94
"hide",10
"bitches",29
"staring",9
"bag",25
"expecting",9
"itself",13
"fire",40
"ice",24
"tour",38
"motherfuckers",1
"killin",7
"web",28
"grows",4
"succezz",1
"movement",12
"blossoms",2
"post",69
"awful",20
"it's",818
"saying",55
"shouldn't",32
"learn",78
"rhetoric",2
"politician",2
"convert",2
"wish",160
"d",231
"yes",273
"lovin",7
"life",335
"livin",2
"fullest",2
"n",113
"goin",21
"give",182
"dreams",56
"became",6
"some",600
"welcome",147
"packer",2
"nation",13
"field",31
"antique",1
