"","count"
"observation",4
"for",3860
"yesterday",71
"you",5366
"must",139
"surround",3
"yourself",93
"with",1786
"positive",30
"people",507
"someone",197
"is",3581
"always",283
"there",619
"to",8012
"try",139
"bring",90
"down",276
"the",9282
"future",54
"something",232
"which",110
"everyone",254
"reaches",2
"at",1807
"rate",12
"of",3550
"sixty",1
"minutes",73
"an",678
"hour",91
"whatever",37
"he",543
"does",208
"whoever",9
"cs",5
"lewis",4
"pooper",1
"face",96
"part",117
"i",7311
"sears",2
"roebuck",1
"sold",24
"wood",9
"frame",6
"houses",7
"from",857
"catalog",6
"between",66
"and",4274
"about",897
"each",69
"but",1261
"only",392
"deposit",5
"needed",53
"follow",451
"me",2047
"please",290
"back",557
"reading",79
"mysteries",1
"hide",8
"by",596
"lisa",7
"gardener",1
"queen",10
"night",391
"ja",3
"jance",1
"so",1648
"good",975
"rt",868
"criterion",1
"will",878
"release",24
"andrew",8
"haigh's",1
"weekend",224
"on",2688
"august",15
"live",204
"abc",8
"chicago",58
"in",3842
"h",8
"square",19
"hoov",1
"sass",2
"nutty",1
"waycarolina",1
"bbq",15
"course",67
"do",1083
"have",1726
"a",6109
"thing",231
"aussie",1
"bands",20
"shakes",5
"your",1765
"hand",48
"am",479
"alright",28
"nick",11
"no",843
"worries",15
"there's",109
"large",15
"my",2813
"office",69
"name",127
"it",2868
"call'em",1
"as",707
"see'em",1
"without",96
"personal",20
"biases",1
"y",32
"pee",3
"ppl",43
"than",327
"convince",3
"them",412
"it's",915
"raining",12
"all",1192
"new",717
"yorkers",1
"that",2345
"atl",13
"are",1561
"more",650
"welcome",123
"jump",24
"atlantahawks",1
"bandwagon",5
"tomorrow",275
"cool",172
"lol",683
"unfortunate",5
"wildlife",2
"nssf",1
"bill",33
"hr",8
"now",805
"has",503
"cosponsors",1
"stops",10
"epa",1
"banning",3
"traditional",5
"leadbased",1
"ammo",1
"mental",9
"spiritual",3
"physical",12
"training",32
"how",717
"did",373
"game",319
"make",487
"feel",266
"win",179
"cuz",47
