"","count"
"paul",46
"has",899
"never",311
"had",1024
"the",18443
"slightest",3
"chance",52
"of",8476
"being",402
"gop",4
"nominee",1
"and",10656
"i",7890
"think",460
"he'd",7
"be",2054
"absurdly",1
"easy",96
"to",10480
"beat",31
"much",472
"america",55
"doesn't",84
"know",585
"first",493
"thing",232
"about",1113
"his",982
"newsletters",1
"or",1439
"how",680
"sunnysounding",1
"libertarianism",1
"would",845
"in",5768
"fact",140
"lay",20
"waste",16
"cherished",4
"programs",16
"such",223
"as",2191
"social",77
"security",30
"medicare",3
"unemployment",8
"insurance",21
"even",517
"more",922
"so",1661
"than",506
"opponents",6
"attack",28
"ads",7
"write",106
"themselves",76
"wouldn't",42
"deny",8
"what",1030
"he",1330
"intended",11
"do",855
"safety",24
"net",8
"when",1009
"we",1771
"look",261
"back",454
"at",1700
"made",370
"certain",59
"cities",14
"thrive",4
"different",152
"phases",3
"modern",36
"history",67
"are",1983
"wrong",104
"cite",2
"artistic",8
"movements",9
"architectural",8
"schools",25
"should",268
"crediting",1
"their",918
"planning",29
"departments",5
"what's",31
"your",944
"favorite",79
"theme",28
"park",57
"seeking",12
"sincere",2
"companionship",1
"my",2709
"little",487
"friend",103
"burning",12
"feel",256
"alive",19
"use",250
"box",43
"store",63
"these",467
"notes",33
"need",296
"a",8763
"thank",65
"ewe",1
"grab",18
"one",1191
"along",114
"with",2776
"our",796
"mini",16
"envelopes",3
"us",544
"selfpublishing",2
"service",46
"vantage",6
"press",33
"today",232
"formally",2
"announced",17
"launch",11
"its",755
"trade",26
"imprint",2
"point",157
"books",129
"backed",7
"by",1232
"distribution",8
"program",51
"agreed",12
"ingram",5
"publisher",9
"services",35
"establishment",3
"been",788
"something",334
"ceo",4
"david",32
"lamb",11
"spoke",15
"introducing",6
"announcement",7
"included",30
"four",109
"inaugural",2
"titles",6
"fiction",16
"memoir",5
"only",517
"take",327
"great",286
"care",91
"orders",18
"law",77
"which",722
"moses",7
"lords",4
"servant",9
"gave",92
"you",2930
"have",2246
"love",436
"for",3536
"lord",52
"god",205
"go",434
"all",1422
"ways",68
"keep",182
"laws",26
"true",94
"him",421
"servants",3
"heart",106
"soul",35
"few",325
"days",169
"later",122
"mentioned",26
"mum",12
"that",4621
"salad",30
"she",848
"told",162
"me",1378
"loved",71
"it",4011
"her",1012
"colleagues",12
"brought",66
"work",343
"functions",3
"heard",63
"this",2560
"famous",18
"recipe",62
"if",1054
"why",244
"don't",246
"just",976
"clean",36
"area",74
"throw",23
"crap",12
"trash",6
"institution",9
"marriage",27
"began",52
"man",169
"woman",84
"through",334
"joy",37
"strength",29
"act",34
"sharing",21
"might",226
"become",101
"creator",8
"life",393
"itself",53
"overnight",9
"asian",12
"markets",14
"were",760
"mostly",38
"lower",35
"but",2029
"gained",11
"european",25
"opened",32
"index",8
"futures",5
"higher",40
"housing",12
"starts",34
"reported",22
"k",29
"vs",18
"building",51
"permits",1
"industrial",8
"production",26
"was",2738
"flat",28
"httpwwwfederalreservegovreleasesgcurrentdefaulthtm",1
"market",64
"gapped",2
"up",1043
"open",100
"spx",13
"continued",25
"rally",6
"closed",25
"yesterday",68
"cleared",4
"oew",2
"pivot",3
"range",32
"around",313
"moved",35
"small",148
"pullbacks",2
"way",473
"hit",67
"upper",7
"limit",9
"dip",7
"into",650
"close",74
"ended",37
"day",465
"completely",63
"forgives",3
"div",2
"primer",9
"on",2625
"constitutional",7
"adjudication",1
"course",171
"school",185
"loyola",4
"university",50
"chicago",25
"illinois",10
"incorporated",14
"item",24
"c",36
"above",86
"pp",18
"arrive",12
"home",243
"make",505
"dinner",48
"myself",190
"while",365
"trying",125
"decide",30
"everyone",141
"else",114
"is",4271
"going",430
"eat",65
"i'm",353
"very",490
"specific",22
"food",123
"plan",70
"an",1117
"attempt",41
"lose",38
"some",877
"chubbiness",1
