"","count"
"busy",46
"bee",7
"was",1162
"delicious",23
"me",1942
"my",2922
"brother",44
"is",3514
"watching",195
"go",687
"diego",27
"ltny",2
"maybe",148
"but",1211
"the",9301
"question",61
"of",3701
"value",20
"drives",6
"dialog",3
"not",1188
"rates",5
"otherwise",11
"it's",848
"a",6133
"race",32
"to",7605
"bottom",24
"tweet",185
"onceyou",1
"black",94
"you'll",68
"never",325
"back",528
"congrats",101
"on",2690
"harley",2
"ride",34
"safe",45
"and",4274
"have",1730
"tons",11
"fun",223
"thank",383
"you",5295
"so",1551
"much",410
"andy",7
"wish",176
"every",205
"night",425
"for",3725
"either",63
"dm",67
"rtor",1
"or",684
"all",1250
"themhopefully",1
"someday",12
"it",2868
"comes",59
"true",121
"iloveyouu",1
"missing",47
"crew",25
"how",747
"exciting",45
"take",299
"lots",74
"photosmaybe",1
"post",73
"one",825
"here",376
"twitter",295
"if",1091
"time",782
"lol",636
"homework",19
"whatisthat",1
"even",254
"done",173
"at",1817
"home",246
"tho",46
"make",457
"right",437
"decision",13
"by",568
"choosing",1
"earthsaver",1
"bagscontact",1
"us",512
"get",1153
"free",225
"quote",26
"picking",13
"up",1150
"dinner",70
"ay",3
"papa",6
"que",1
"rico",3
"hooray",5
"know",761
"about",950
"had",426
"spread",29
"dyac",1
"gospel",4
"just",1500
"in",3848
"case",46
"didn't",177
"g",25
"i",7210
"am",464
"pumped",16
"be",1882
"moving",38
"charles",17
"village",6
"finding",22
"that",2349
"person",125
"you've",44
"waiting",64
"find",156
"knowing",23
"they",663
"feel",233
"exact",4
"same",200
"way",374
"do",1009
"them",366
"from",861
"lived",19
"there",543
"most",170
"life",352
"love",1088
"jawn",1
"hot",107
"our",638
"work",412
"presentation",19
"capabilities",2
"wanna",150
"see",637
"magic",18
"trick",9
"d",242
"page",58
"when",837
"click",9
"follow",443
"button",16
"goes",76
"grey",11
"blue",48
"o",73
"easy",64
"lmao",78
"she",280
"live",213
"secs",1
"sonic",6
"donelson",2
"pikemy",1
"apt",7
"off",326
"briley",2
"elm",2
"hill",21
"been",436
"told",78
"relative",5
"mine",65
"may",192
"illegally",2
"forged",1
"name",121
"took",74
"out",1117
"insurance",11
"policy",8
"lucky",38
"ass",101
"bitch",86
"someone",190
"better",280
"soccer",18
"game",308
"this",1598
"weekend",216
"i'm",1285
"tryna",13
"watch",151
"heat",39
"don't",801
"talk",169
"next",306
"hours",97
"giving",40
"an",659
"order",48
"woman",50
"now",740
"no",788
"dessert",6
"extended",5
"clips",3
"thick",2
"chicks",7
"forgein",1
"whips",1
"exotic",2
"trips",3
"pic",44
"ring",15
"teacher",19
"marine",3
"thefew",1
"ok",123
"u",735
"spelled",9
"ha",76
"you're",368
"loser",9
"until",112
"quit",21
"tryingmike",1
"ditka",1
"pat",7
"galloway",1
"amazing",203
"learning",38
"history",51
"program",41
"digital",23
"preservation",6
"found",72
"ten",18
"dollars",14
"laying",18
"parking",21
"lot",143
"day",870
"wow",120
"eli",2
"point",74
"big",214
"slightly",4
"scary",22
"plans",28
"yep",37
"i'll",252
"ire",1
"hope",330
"what",1067
"solid",19
"crowd",25
"shot",46
"attending",12
"omeganauts",1
"we'd",24
"like",1208
"him",254
"as",752
"follower",19
"too",613
"colts",6
"fans",88
"welcome",113
"fast",42
"green",44
"fox",11
"jumped",8
"over",325
"boring",25
"dog",51
"ohh",12
"okay",82
"fine",49
"thennow",1
"im",284
"mad",49
"humor",3
"can",907
"alter",3
"any",266
"situation",13
"help",214
"cope",2
"very",274
"instant",4
"we",1343
"are",1590
"laughing",20
"'turn",1
"you'",3
"has",486
"down",283
"earth",31
"song",131
"actual",15
"meaning",12
"his",326
"heart",93
"beautiful",131
"pickupline",3
"were",266
"screen",22
"door",35
"id",14
"bang",6
"long",212
"new",738
"expanded",1
"wpt",1
"coverage",17
"basically",12
"before",216
"plus",38
"hrs",20
"clubwpt",1
"shilling",1
"shirts",21
"ties",6
"cleaning",12
"beach",44
"please",301
"rt",895
"look",275
"your",1685
"face",78
"waistress",1
"fell",18
"pricelesslol",1
"girl",160
"millions",9
"xmas",10
"deal",50
"without",92
"making",101
"mistakes",10
"i've",222
"made",194
"who",543
"would",523
"ustream",5
"showandtell",1
"akira",1
"art",62
"tomorrow",256
"show",326
"some",611
"neat",3
"original",28
"manga",1
"cel",1
"design",27
"retrofit",1
"buildings",5
"using",75
"ductless",1
"air",40
"circulation",2
"w",198
"building",37
"envelope",2
"weird",56
"think",507
"unique",9
"wonderful",80
"he",555
"always",290
"performers",2
"great",777
"numbers",14
"violent",1
"milwaukee",24
"police",20
"investigating",3
"overnight",2
"shootings",1
"people",507
"injured",1
"we're",161
"district",8
"hq",4
"others",61
"misunderstanding",2
"bout",63
"listen",53
"james",30
"causey",1
"speak",37
"neighborhood",12
"news",106
"service",63
"year",282
"anniversaryexcited",1
"hear",146
"say",312
"hm",19
"woulda",4
"nice",212
"student",39
"aid",4
"tax",14
"breaks",10
"graduated",2
"zionism",1
"david",40
"engel",1
"read",126
"succinct",1
"wellwritten",1
"thorough",2
"account",51
"nationalist",1
"movement",11
"paradox",2
"occurs",1
"two",186
"beings",5
"become",57
"yet",142
"remain",11
"missed",62
"which",129
"cheers",19
"can't",433
"wait",230
"ill",53
"boom",10
"dynamite",3
"says",84
"kevin",20
"garnett",2
"everyone",237
"seeing",65
"avatar",8
"sideways",1
"bizarre",7
"lose",46
"keys",11
"holy",36
"santa",15
"clause",2
"shit",168
"did",373
"frolik",1
"actually",124
"what's",154
"cant",98
"photo",37
"shoot",42
"doing",218
"deliverables",1
"berlin",2
