"","count"
"at",1888
"least",82
"ron",11
"infected",2
"dale",7
"before",210
"he",544
"left",107
"i",7281
"need",513
"to",7982
"go",689
"on",2739
"the",9391
"diet",12
"cause",105
"it",2855
"feel",230
"like",1211
"my",2832
"heart",100
"is",3563
"about",968
"die",44
"lol",668
"i'm",1280
"ridin",2
"round",33
"smokin",2
"did",384
"not",1324
"vote",48
"for",3823
"taylor",23
"swift",5
"thank",403
"you",5498
"again",239
"everyone",260
"that",2301
"came",74
"out",1119
"tonight",430
"we",1301
"had",427
"such",123
"a",6137
"blast",26
"make",495
"sure",259
"follow",454
"us",483
"twitter",298
"gettin",10
"smack",5
"monday",71
"thanks",864
"and",4427
"so",1646
"are",1564
"couldn't",51
"be",1829
"happierthough",1
"it's",826
"absurd",4
"think",527
"tweet",182
"song",138
"piano",10
"man",262
"shifted",2
"course",59
"of",3573
"our",640
"lives",43
"listening",88
"tom",22
"waits",3
"sing",27
"traubert's",1
"blues",12
"god",192
"moved",24
"what",1194
"gorgeous",21
"making",131
"me",2090
"fighter",5
"all",1191
"support",76
"pray",18
"shardebroke",1
"her",325
"neck",11
"diving",4
"ball",37
"goes",79
"into",188
"surgery",8
"today",728
"o",70
"friend",138
"has",464
"d",260
"printer",3
"his",327
"work",429
"manufacturing",2
"rd",32
"good",1022
"everyone's",8
"papers",15
"interveiws",1
"mla",3
"recruits",1
"will",976
"campus",11
"next",325
"tuesday",46
"assessments",1
"orientation",4
"working",138
"hard",140
"this",1662
"spring",45
"gearing",4
"summer",98
"initiates",1
"coverage",21
"kors",2
"hope",399
"air",41
"captures",1
"spirit",16
"human",29
"goodness",17
"season",100
"beautifully",4
"kudos",5
"sister",33
"winner",22
"greek",5
"leadership",13
"class",134
"courage",13
"award",18
"awards",20
"your",1747
"bad",199
"habbit",1
"quiting",1
"yoouu",1
"imac",3
"prognosis",1
"grim",1
"looks",144
"drive",48
"goner",1
"boston",41
"score",23
"after",222
"getting",269
"last",395
"game",308
"that's",350
"wonder",61
"steelers",8
"numbers",11
"have",1697
"worst",38
"kerning",1
"team",136
"located",5
"throughout",7
"world",199
"including",11
"headquarters",4
"in",3739
"seattle",34
"offices",4
"vancouver",8
"canada",5
"cork",2
"ireland",7
"hate",197
"dropping",7
"phone",123
"face",74
"just",1484
"aims",3
"right",514
"lip",11
"being",236
"accepted",6
"bridge",14
"builders",3
"fireworks",2
"p",115
"am",530
"don't",749
"recall",6
"seeing",76
"many",189
"linemen",2
"one",868
"year's",7
"how",775
"wr's",1
"get",1131
"eliminated",4
"during",74
"process",25
"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",1
"realized",31
"joan",5
"grande",4
"tweeted",25
"heard",89
"rumor",5
"iphone",35
"june",41
"two",186
"upgrades",3
"line",66
"true",141
"wait",277
"or",684
"upgrade",4
"s",55
"decisions",17
"today's",41
"gift",44
"card",40
"dylan",5
"young",71
"congratulations",34
"still",386
"look",255
"was",1180
"saying",81
"time",757
"by",573
"fast",49
