"","count"
"some",516
"bartenders",2
"are",1384
"shaking",3
"up",723
"tradition",10
"by",1290
"aging",4
"classic",28
"cocktails",5
"in",6688
"barrels",4
"for",3526
"several",131
"weeks",88
"to",8946
"produce",20
"drinks",12
"with",2474
"deeper",8
"more",894
"nuanced",2
"flavors",15
"we",904
"wont",9
"be",1555
"able",95
"enjoy",30
"the",19639
"outside",81
"because",383
"air",54
"will",1110
"too",206
"heavy",24
"said",2397
"newark",47
"resident",26
"leonard",11
"thomas",44
"everybody",36
"keeps",16
"saying",82
"gas",58
"is",2795
"cleaner",1
"than",580
"coal",6
"its",646
"like",491
"being",233
"shot",97
"a",8702
"better",147
"shotgun",2
"her",736
"quirkout",1
"advice",23
"scale",13
"back",331
"expectations",15
"japan",15
"switches",1
"off",291
"hunger",9
"angel",5
"herta",1
"muller",5
"nobel",4
"laureate",1
"weaves",2
"story",88
"of",7628
"young",104
"man",124
"sent",48
"soviet",2
"labor",36
"camp",50
"and",8836
"forced",37
"into",485
"life",116
"extreme",9
"deprivation",1
"leaderless",1
"resistance",6
"it",2228
"doesn't",99
"quite",30
"sound",27
"chandler",8
"i",1538
"can't",101
"imagine",15
"him",383
"writing",16
"anything",63
"bar",54
"except",21
"maybe",55
"couple",65
"notes",29
"on",2583
"napkin",1
"she",820
"he",2322
"was",2378
"really",191
"homebody",1
"tethered",1
"his",1576
"wife",66
"their",828
"predictable",8
"routines",3
"what",499
"about",883
"game",259
"itself",46
"why",132
"seton",10
"hall's",4
"offense",20
"so",596
"anemic",3
"they",1143
"need",196
"take",273
"care",96
"employees",80
"who",1067
"bringing",20
"success",37
"our",339
"district",138
"has",1199
"gentile",1
"today",161
"baltimore's",2
"population",33
"decline",14
"slowed",6
"rate",49
"not",1114
"seen",87
"since",249
"s",106
"notwithstanding",2
"these",211
"difficult",64
"recessionary",2
"years",473
"baltimore",39
"rebuilding",4
"again",103
"neighborhood",51
"from",1540
"inside",46
"out",714
"among",113
"booker's",1
"donors",11
"hollywood",14
"heavyweights",2
"steven",15
"spielberg",2
"barbra",1
"streisand",2
"most",375
"residents",59
"this",1235
"sprawling",5
"college",112
"town",75
"where",352
"democrats",45
"outnumber",3
"republicans",54
"jones",51
"generally",23
"been",655
"fringe",5
"figure",42
"even",318
"last",531
"year",608
"when",829
"put",147
"sign",47
"church",59
"that",3450
"islam",2
"devil",6
"ok",12
"hug",4
"fistbump",1
"'em",5
"you",942
"can",607
"do",439
"yes",37
"sandoval",3
"undergo",5
"surgery",32
"palo",5
"alto",5
"friday",152
"missed",29
"games",163
"over",431
"nearly",89
"seven",72
"after",680
"but",1468
"head",104
"athletic",27
"trainer",11
"dave",16
"groeschner",1
"there",536
"hope",56
"optimism",7
"return",77
"sooner",4
"time",495
"fracture",1
"occurred",32
"nonthrowing",1
"hand",56
"mark",59
"supal",1
"kids",79
"music",79
"lively",5
"unique",20
"krook",1
"get",406
"see",215
"instruments",3
"have",1369
"never",176
"before",340
"fokine",1
"careful",9
"make",334
"firebird",2
"stand",50
"choreography",3
"only",339
"dancer",7
"point",140
"ratmansky",1
"gives",38
"seductive",1
"vocabulary",5
"fluttering",1
"birdlike",1
"movements",7
"distinguish",1
"flock",4
"thursday",108
"accomplished",7
"birdsized",1
"natalia",1
"osipova",1
"made",303
"role",63
"memorable",12
"requires",17
"delicate",3
"balance",19
"strength",12
"fragility",2
"which",568
"plays",39
"tiny",18
"russian's",1
"strong",71
"suit",24
"teresa",5
"fasanello",1
"contributed",22
"report",118
"sunday",82
"night",167
"football",63
"nbc",16
"million",293
"viewers",12
"chase's",1
"mom",16
"vicki",2
"boyce",2
"executive",56
"director",117
"st",251
"luke's",2
"lutheran",9
"health",119
"ministries",1
"san",115
"antonio",9
"daughter",45
"no",515
"stranger",4
"finding",26
"value",43
"food",115
"dollar",21
"indications",3
"recovery",27
"any",263
"although",67
"trail",26
"becomes",31
"faint",1
"places",25
"it's",585
"always",116
"easy",46
"find",124
"your",305
"way",289
"lake's",1
"water",127
"level",53
"just",487
"few",145
"feet",59
"low",56
"as",1896
"currently",33
"look",133
"shortcut",1
"routes",5
"across",81
"dry",23
