"","count"
"cornelius",1
"alba",2
"sullivan's",2
"two",594
"children",137
"are",1366
"long",158
"past",120
"needing",4
"her",737
"to",8916
"help",184
"tie",17
"shoelaces",1
"and",8826
"sound",30
"out",702
"words",49
"during",243
"story",89
"time",500
"but",1502
"sullivan",11
"has",1158
"spent",69
"nearly",100
"decades",29
"helping",33
"hundreds",34
"of",7520
"make",312
"their",854
"way",262
"in",6816
"the",19563
"world",131
"one",865
"shoelace",1
"zipper",2
"fairy",2
"tale",15
"singalong",2
"at",2115
"a",8697
"activist",9
"james",72
"o'keefe",1
"recorded",14
"other",502
"suspects",10
"with",2567
"his",1649
"cell",14
"phone",57
"as",1848
"they",1130
"walked",27
"into",449
"office",145
"dressed",7
"like",518
"telephone",5
"repairman",1
"said",2492
"needed",65
"fix",9
"problems",65
"system",114
"according",183
"an",1271
"fbi",18
"affidavit",2
"most",346
"analysts",20
"believe",84
"yahoo",4
"would",692
"jump",33
"now",379
"chance",76
"sell",29
"microsoft",4
"given",71
"that",3505
"its",687
"revenue",39
"been",656
"declining",8
"instead",84
"growing",39
"board",133
"had",818
"promised",11
"any",251
"buyer",5
"probably",70
"be",1480
"able",83
"pay",105
"much",263
"less",107
"than",592
"once",101
"offered",39
"he",2261
"belonged",1
"st",210
"vincent",6
"de",37
"paul",63
"society",29
"holy",4
"cross",20
"church",57
"played",114
"tennis",11
"tournaments",6
"followed",46
"indians",18
"jd",1
"what",584
"is",2749
"chek",1
"practitioner",1
"franzen",3
"was",2312
"sporting",9
"dark",20
"mark",59
"under",187
"right",233
"eye",28
"courtesy",4
"elbow",13
"from",1572
"mike",69
"fisher",16
"early",132
"wings'",1
"win",133
"friday",125
"game",290
"april",123
"gov",50
"jerry",18
"brown",55
"signed",40
"bill",137
"giving",47
"pet",9
"lovers",7
"more",864
"specialty",7
"license",24
"plates",11
"supporters",30
"need",172
"presell",1
"before",361
"plate",27
"can",572
"cast",19
"campaign",97
"needs",71
"about",896
"real",74
"steal",9
"sturgeon",2
"regulars",5
"lovingly",1
"call",123
"this",1134
"floating",2
"sacramento",20
"landmark",8
"may",335
"not",1056
"have",1455
"biggest",41
"happy",40
"hour",48
"menu",39
"town",55
"just",543
"items",18
"special",94
"prices",71
"lack",29
"quantity",3
"up",714
"for",3543
"meticulous",1
"craftsmanship",1
"sliders",4
"tall",12
"wide",28
"handformed",1
"beef",16
"patties",2
"topped",13
"cheese",20
"melted",2
"so",559
"thick",15
"slices",9
"juicy",3
"tomato",8
"shredded",3
"lettuce",4
"thinly",3
"sliced",7
"red",67
"onion",9
"served",44
"openfaced",1
"on",2601
"soft",5
"slightly",17
"chewy",2
"french",25
"roll",14
"grilled",8
"then",280
"spread",24
"house",174
"secret",22
"sauce",27
"deal",96
"tacos",2
"they're",82
"apiece",6
"regular",34
"drink",18
"same",172
"you'd",12
"find",118
"them",408
"many",323
"restaurants",20
"domestic",18
"beers",10
"imports",5
"wells",20
"bannister's",1
"attorney",84
"alan",8
"mullinax",1
"wednesday",126
"raised",44
"concerns",25
"events",39
"led",69
"arrest",33
"which",572
"described",25
"ambush",1
"whether",114
"ill",12
"anothers",1
"sudden",13
"popularity",11
"results",37
"upturn",1
"attendance",8
"weight",24
"watchers",2
"or",978
"alcoholics",3
"anonymous",8
"both",209
"yearold",96
"son",55
"flower",7
"alley",4
"wont",13
"overlooked",1
"by",1382
"bettors",2
"preakness",2
"stakes",11
"pimlico",1
"after",661
"thoroughly",3
"professional",33
"performance",54
"derby",14
"nor",19
"will",1113
"littleknown",3
"jockey",6
"mario",4
"gutierrez",5
"fly",19
"radar",7
"flawless",2
"ride",28
"began",99
"no",502
"post",34
"position",67
"salo",1
"suggested",14
"she",769
"scale",13
"back",344
"say",218
"three",336
"times",143
"week",235
"saying",89
"something",148
"because",411
"coaches",33
"coach",162
"swimmers",2
"swim",11
"simply",38
"isn't",66
"word",31
"heard",54
"very",210
"often",95
"pool",32
"deck",5
"another",233
"carried",7
"state",536
"sen",46
"loni",1
"hancock",4
"dberkeley",1
"enables",2
"equalization",1
"collect",15
"sales",86
"tax",119
"outofstate",7
"online",49
"retailers",6
"perez",9
"went",135
"era",25
"appearances",9
"last",564
"year",550
"struck",32
"allowed",53
"hits",47
"innings",32
"opposition",19
"hit",102
"against",252
"him",411
"onbase",3
"percentage",39
"firebrick",1
"found",135
"masonry",1
"supply",11
"stores",26
"several",151
"listed",20
"here",167
"being",227
"laid",9
"off",301
"twice",40
"returned",34
"fulltime",21
"dancing",13
"whats",6
"inside",68
"tough",38
"nc",13
"movie",45
"thats",38
"addiction",8
"sex",27
"prize",13
"performances",16
"michael",55
"fassbender",2
"carey",3
"mulligan",2
"i",1511
"left",186
"years",451
"ago",113
"prelates",1
"holding",28
"sword",3
"damocles",1
"over",399
"immortal",2
"souls",2
"flock",2
"forced",38
"catholics",8
"vote",65
"rovecheney",1
"george",37
"w",24
"bush",18
"puppet",3
"administration",46
"mr",80
"answered",10
"higher",61
"father",71
"abortion",7
"stemcell",1
"research",58
"samesex",11
"marriage",37
"wanted",95
"restore",9
"integrity",8
"white",116
"washington",129
"dc",16
"we",920
"know",225
"brilliant",3
"baitandswitch",1
"tactic",4
"it",2192
"half",114
"our",392
"location",31
"where",328
"insurance",56
"leased",3
"rooms",22
"people",450
"alicia",3
"gas",48
"could",359
"hurt",34
"consumer",30
"spending",54
"curtail",3
"recent",83
"improvement",15
"us",447
"economy",66
"how",328
"states",130
"local",128
"governments",17
"lured",4
"siren's",1
"song",19
"resource",7
"exploitation",2
"jobs",78
"economic",66
"opportunities",14
"come",182
"only",368
"discover",5
"too",223
"late",90
"disastrous",1
"strings",5
"attached",15
"nation",26
"shortage",5
"superfund",1
"toxic",4
"waste",19
"sites",24
"give",123
"testament",2
"perils",2
"unregulated",1
"industry",66
"if",607
"there",521
"anything",84
"ruin",5
"season",292
"harmony",3
"postla",1
"russa",7
"postalbert",1
"pujols",10
"cardinal",6
"going",268
"baseball's",4
"lethal",3
"knockout",1
"combination",6
"age",60
"injury",35
"tourism",11
"officials",178
"equally",10
"excited",24
"san",106
"diego",26
"residents",67
"response",28
"recite",1
"few",164
"innumerable",1
"reasons",32
"raising",23
"taxes",57
"even",273
"create",44
"taxpayers",20
"let's",21
"consider",36
"news",101
"front",71
"legislation",35
"aimed",5
"overhauling",2
"urban",15
"enterprise",10
"zone",22
"program",128
"implementing",2
"strict",6
"requirements",14
"increase",72
"accountability",6
"participating",7
"municipalities",8
"approved",40
"senate",80
"community",115
"affairs",20
"committee",56
"details",43
"possible",64
"financial",71
"fraud",27
"whistleblower",3
"who",1041
"sent",32
"letters",14
"bureau",11
"audits",4
"january",33
"former",186
"caltrans",3
"director",114
"kempton",1
"extras",4
