"","count"
"and",10533
"a",8483
"barky",1
"dog",39
"i've",172
"seen",118
"these",510
"pins",6
"before",366
"the",18591
"carve",2
"rubber",11
"stamp",27
"out",1113
"of",8769
"an",1085
"eraser",1
"idea",138
"couldn't",40
"quite",151
"wrap",17
"my",2597
"mind",131
"around",320
"it",3844
"so",1607
"i",7433
"never",295
"paid",33
"much",470
"attention",57
"to",10728
"mistake",15
"for",3567
"whatever",64
"reason",95
"clicked",3
"through",360
"this",2641
"time",871
"i'm",378
"really",468
"glad",33
"did",406
"yearold",9
"big",192
"bang",3
"theory",24
"actress",7
"opted",6
"sleeveless",1
"sunny",11
"yellow",34
"tulle",2
"metallic",3
"embroidered",2
"lace",12
"tadashi",1
"shoji",1
"spring",58
"rtw",1
"cocktail",9
"dress",34
"featuring",6
"satin",7
"ribbon",24
"belted",1
"waist",3
"pleated",1
"tiered",1
"skirt",9
"knee",4
"length",11
"frock",1
"was",2663
"accessorized",3
"with",2751
"multiple",16
"rings",9
"diamond",4
"bracelet",1
"topaz",1
"jewelembellished",1
"blush",4
"suede",3
"sunflower",2
"konstantin",1
"kakianas",1
"by",1185
"atelier",1
"swarovski",1
"evening",45
"clutch",2
"bag",39
"pair",27
"rose",12
"gold",37
"brian",5
"atwood",1
"zenith",2
"maryjanes",1
"pumps",3
"hope",150
"you",2901
"like",989
"card",93
"have",2240
"great",299
"weekend",74
"throughout",54
"process",77
"making",147
"brand",43
"manager",20
"guide",18
"book",274
"keep",183
"getting",147
"motivated",12
"intrigued",8
"group",93
"members",52
"advertising",15
"agency",17
"we",1953
"are",1999
"focusing",8
"on",2655
"north",45
"in",5786
"portland",5
"oregon",7
"although",95
"wasnt",49
"able",152
"make",466
"trip",51
"interview",24
"genny",1
"richardson",1
"at",1661
"recorded",9
"could",402
"feel",218
"there",907
"after",446
"listening",27
"im",281
"even",510
"more",966
"excited",63
"nervous",19
"graduate",6
"start",133
"journey",41
"finding",26
"place",238
"want",418
"career",26
"world",280
"downfall",1
"waterfields",1
"complicity",1
"is",4275
"understandable",2
"story",189
"he",1447
"starting",45
"crack",7
"duress",1
"having",176
"his",1087
"daughter",36
"kidnaped",1
"being",402
"forced",24
"do",888
"things",353
"against",133
"nature",52
"weakening",1
"resolve",8
"waterfield",2
"willing",27
"confess",7
"actions",16
"any",369
"authority",23
"sees",13
"safety",14
"maxtibles",1
"motivations",2
"selfish",8
"seeks",6
"secret",33
"transmutation",1
"metal",20
"into",672
"greed",4
"considerably",4
"cold",53
"ruthless",2
"case",100
"fingers",20
"crossed",12
"latest",25
"surgery",26
"will",1195
"alleviate",2
"suffering",15
"sadly",17
"maimed",2
"lady",41
"endures",3
"every",262
"hour",56
"or",1302
"day",465
"servants",5
"call",91
"tower",9
"isolated",7
"part",217
"castle",18
"where",368
"eleanor's",1
"mother",67
"imprisoned",2
"terrible",18
"accusation",2
"went",204
"spine",9
"tossed",6
"quick",41
"mute",1
"over",509
"nice",94
"said",369
"but",2045
"told",148
"him",502
"that",4542
"done",154
"yet",153
"dropped",16
"back",480
"hucked",1
"lui",1
"kang",1
"stalled",2
"quarterpipe",1
"then",628
"finished",55
"other",552
"side",116
"sunday",46
"regular",28
"church",70
"lot",212
"fun",169
"playing",47
"backyard",7
"kids",139
"nap",8
"had",1018
"kickball",1
"game",74
"played",34
"soccer",5
"drew",13
"as",2096
"well",456
"mom",57
"knew",94
"she",822
"losing",16
"some",875
"control",54
"life",389
"still",361
"something",341
"awry",1
"called",113
"ran",28
"family",170
"support",70
"february",21
"lost",84
"job",106
"no",657
"longer",73
"perhaps",73
"should",283
"many",352
"miles",34
"go",416
"not",1674
"run",123
"daylight",2
"always",249
"get",748
"short",56
"end",211
"stick",30
"employ",1
"entertaining",9
"weather",46
"forecasterpresenter",1
"robot",3
"crazy",50
"man",150
"can",893
"all",1440
"if",1025
"from",1481
"itv",1
"sky",34
"now",543
"don't",310
"freak",4
"need",287
"been",775
"away",177
"crocheted",2
"one",1212
"single",63
"jug",2
"cover",63
"know",616
"insane",9
"urge",8
"just",984
"stopped",32
"obsessive",3
"compulsion",1
"completely",66
"dissipated",1
"bugs",9
"hibernated",1
"winter",40
"set",153
