"","count"
"the",19857
"filmmakers",8
"use",168
"large",87
"chunks",2
"of",7762
"movie",53
"version",35
"let",64
"it",2178
"be",1550
"to",8846
"document",12
"dissolution",1
"group",155
"there's",117
"nothing",66
"much",238
"new",721
"here",169
"especially",68
"if",637
"you've",27
"seen",67
"pacific",21
"was",2333
"led",98
"by",1348
"linda",16
"watson",8
"who",1105
"had",899
"points",119
"rebounds",22
"five",156
"steals",6
"and",8893
"three",350
"assists",17
"teammate",7
"elizabeth",12
"almo",1
"chipped",3
"in",6729
"with",2457
"his",1643
"first",523
"tv",41
"interview",37
"since",234
"singer",18
"died",77
"brown",66
"told",192
"today",138
"show",148
"host",40
"matt",34
"lauer",5
"that",3525
"he",2282
"been",608
"off",273
"drugs",24
"for",3539
"seven",77
"years",485
"hurt",30
"hear",35
"houston",28
"using",69
"cocaine",8
"playoffs",17
"began",82
"no",515
"running",82
"back",322
"has",1243
"gained",12
"more",875
"than",572
"yards",35
"on",2640
"giants",27
"now",349
"gore",2
"gets",40
"shot",74
"it's",550
"very",192
"moving",40
"just",528
"coming",83
"seeing",32
"how",373
"community",122
"comes",79
"together",88
"seal",6
"said",2442
"there",553
"is",2858
"excuse",6
"stab",4
"a",8707
"helpless",1
"infant",4
"social",49
"worker",13
"room",130
"witness",6
"event",89
"appears",27
"details",47
"about",920
"mental",23
"health",155
"mother",54
"may",283
"have",1377
"left",150
"out",751
"article",11
"says",322
"she",789
"become",93
"irate",1
"then",283
"stabbed",4
"her",680
"child",80
"an",1204
"monthold",5
"should",194
"not",1092
"enrage",1
"enough",104
"cause",37
"them",451
"because",380
"able",88
"sneak",4
"knife",8
"into",436
"services",83
"building",96
"place",159
"stabbing",3
"premeditated",2
"all",679
"these",203
"are",1415
"little",184
"confusing",4
"background",15
"included",38
"rutgers",24
"freshman",22
"guard",45
"eli",8
"carter",19
"missed",31
"being",266
"part",214
"big",200
"east",73
"allrookie",1
"team",254
"made",273
"allrooke",1
"would've",3
"pushed",27
"its",652
"streak",15
"consecutive",19
"selections",5
"results",34
"from",1527
"official",54
"head",93
"count",15
"will",1148
"published",13
"beginning",38
