"","count"
"penn",12
"state",494
"has",1188
"bounced",4
"back",319
"from",1466
"a",8775
"mediocre",4
"season",222
"to",8828
"go",238
"this",1227
"year",612
"with",2500
"its",645
"only",359
"loss",66
"powerhouse",2
"alabama",10
"the",19305
"nittany",3
"lions",14
"are",1370
"no",525
"in",6567
"associated",27
"press",54
"college",95
"football",69
"poll",22
"before",356
"production",28
"begins",16
"on",2725
"next",193
"captain",9
"america",58
"film",62
"evans",6
"is",2856
"taking",91
"roles",9
"far",91
"comicbook",2
"world",152
"he",2214
"recently",81
"finished",35
"shooting",56
"iceman",1
"which",585
"plays",41
"hit",105
"man",144
"opposite",9
"michael",55
"shannon",9
"winona",2
"ryder",4
"and",8673
"james",66
"franco",4
"was",2223
"inspired",16
"take",291
"role",56
"because",381
"it's",534
"nothing",77
"like",524
"his",1535
"character",35
"played",96
"two",550
"consecutive",23
"movies",26
"allowing",21
"consumers",26
"monitor",9
"cameras",11
"devices",9
"home",283
"that",3391
"capability",3
"somewhat",11
"new",676
"security",65
"industry",44
"public",214
"said",2500
"tom",35
"kerber",2
"head",100
"of",7684
"systems",29
"energy",64
"management",44
"research",50
"practice",43
"under",164
"dallasbased",1
"firm",41
"parks",19
"associates",7
"but",1441
"struggling",16
"confidence",22
"rhythm",7
"fort",15
"meade",2
"garrison",4
"commander",7
"col",4
"edward",9
"c",34
"rothstein",3
"called",168
"closure",8
"an",1282
"emotional",19
"issue",64
"teaspoon",6
"ground",49
"ginger",10
"it",2212
"amazes",1
"me",267
"could",363
"end",169
"up",722
"deadly",12
"fight",51
"holmes",4
"sen",48
"ronald",7
"l",6
"rice",20
"d",25
"essex",12
"then",270
"jeanlouis",1
"question",61
"all",624
"as",1894
"sold",39
"by",1321
"verizon",4
"phone",46
"will",1081
"be",1494
"droid",1
"razr",2
"other",525
"countries",18
"just",509
"cargo",7
"space",63
"we",982
"managed",21
"get",467
"enough",128
"overnight",10
"luggage",3
"for",3549
"three",327
"plus",47
"shovels",1
"rakes",2
"implements",1
"landscaping",2
"folded",3
"seat",37
"sturgis",1
"kid",29
"without",131
"any",246
"squeezing",1
"teams",97
"have",1427
"find",116
"way",294
"put",130
"foot",41
"throat",6
"finish",24
"games",135
"theft",9
"shurmer",1
"road",95
"resident",31
"reported",68
"last",523
"thursday",126
"former",169
"roommate",1
"stole",11
"dog",29
"when",798
"moved",45
"out",692
"south",98
"jersey",93
"gas",52
"co",32
"subsidiary",4
"industries",14
"natural",28
"primary",31
"sources",16
"or",976
"business",167
"heating",3
"oil",59
"propane",1
"electric",25
"course",81
"our",400
"bras",1
"panties",3
"carefully",14
"hidden",14
"middle",49
"orderly",2
"pile",4
"clothes",20
"even",319
"though",129
"doctor",26
"about",893
"peek",3
"at",2084
"most",365
"personal",50
"zones",5
"can't",75
"possibly",14
"let",68
"him",430
"see",214
"undergarments",1
"day",284
"neither",33
"heavy",20
"machinery",2
"nor",20
"political",99
"oratory",1
"competed",7
"sounds",24
"sadness",7
"builds",3
"jurisdictional",1
"partner",29
"relationship",28
"city",338
"manager",70
"jason",17
"tuck",3
"having",82
"their",902
"facilities",27
"reside",2
"positive",33
"us",496
"activists",11
"across",84
"joined",22
"worldwide",6
"may",300
"protests",11
"tuesday",141
"antiwall",1
"street",147
"demonstrators",4
"leading",46
"some",492
"cities",34
"they",1092
"tried",44
"recapture",2
"enthusiasm",5
"propelled",1
"movement",23
"fall",67
"bva",1
"published",13
"le",9
"parisien",1
"showed",57
"not",1071
"top",129
"priority",19
"french",20
"purchasing",5
"power",90
"unemployment",33
"recent",89
"polls",9
"show",180
"sarkozy",3
"gaining",8
"first",519
"round",72
"while",300
"remaining",22
"eight",79
"points",145
"behind",90
"hollande",4
"potential",56
"runoff",2
"delhi",1
"hopes",29
"were",724
"high",199
"after",570
"congress",40
"passed",42
"usindia",1
"civilian",9
"nuclear",22
"agreement",40
"would",678
"forge",3
"close",89
"military",40
"strategic",7
"partnership",22
"run",133
"bastanchury",2
"timed",2
"coordination",2
"signals",7
"located",19
"says",341
"fullerton",3
"traffic",42
"engineer",4
"mark",66
"miller",31
"effort",51
"expedite",2
"eastwest",2
"extends",7
"between",189
"am",168
"pm",250
"monday",121
"through",301
"friday",150
"weekends",11
"during",222
"nonpeak",1
"times",139
"there",545
"should",220
"time",523
"cars",42
"make",330
"left",154
"turn",70
"sonoma",4
"county",273
"penngrove",1
"pleaded",15
"contest",14
"attorney",69
"morning",72
"flying",11
"airplane",4
"intoxicated",1
"january",45
"trans",3
"pacific",15
"includes",55
"chile",6
"brunei",1
"zealand",4
"singapore",2
"sugarrich",1
"australia",8
"excluding",3
"sugar",21
"trade",44
"talks",24
"compromise",18
"pact",4
"devry",1
"boughner",1
"cargill's",1
"lobbyist",3
"used",135
"opportunity",61
"kind",101
"reevaluate",2
"what",565
"curriculum",6
"doing",92
"hardacker",1
"lot",190
"descriptions",2
"courses",12
"dated",3
"talking",29
"technologies",6
"longer",42
"use",143
"reenvisioning",1
"program",136
"context",8
"liberal",17
"arts",50
"meant",20
"unusually",2
"pointed",23
"criticism",16
"clearly",30
"rattled",3
"germano",1
"judge",77
"prosecutors",36
"fanned",3
"misconceptions",2
"another",219
"politician",6
"whose",79
"conviction",8
"long",208
"overdue",2
"wouldn't",40
"intimidated",4
"into",472
"meting",1
"unfair",9
"punishment",10
"uhm",1
"paris",7
"weren't",29
"you",1008
"weekend",64
"renaud",1
"seventy",1
"percent",366
"active",18
"members",122
"contribution",9
"paid",69
"employers",24
"pickup",10
"place",146
"part",209
"contract",48
"negotiations",14
"agencies",19
"employees",83
"followed",40
"suit",25
"since",229
"become",88
"standard",33
"bargained",1
"pay",132
"package",16
"center",211
"project",69
"salvation",5
"army",33
"sacramento",29
"officially",15
"opened",37
"doors",14
"room",115
"families",51
"refurbished",2
"apartment",16
"complex",35
"near",96
"auburn",7
"boulevard",12
"watt",3
"avenue",49
"helps",14
"fill",25
"gaping",1
"hole",18
"services",101
"homeless",6
"area",123
"politifact",2
"ohio",136
"tripped",4
"over",386
"demints",1
"line",112
"brown",53
"responsible",24
"countrys",1
"trillion",9
"debt",47
"decided",57
"ask",44
"demint",1
"explain",17
"browns",21
"culpability",1
"one",843
"funston's",1
"earliest",2
"telegrams",1
"received",47
"war",62
"department",134
"washington",121
"april",106
"gave",72
"hint",5
"sweeping",6
"actions",17
"general",73
"already",122
"had",791
"taken",68
"begun",11
"change",111
"demonstrated",5
"many",268
"hospital",63
"infections",2
"preventable",1
"hospitals",14
"including",199
"sutter",3
"launched",19
"campaigns",9
"rid",6
"camp",35
"accredited",4
"american",129
"association",51
"background",14
"illustrate",5
"larger",33
"history",83
"russia's",2
"exasperation",4
"nato",2
"inaction",2
"curtailing",1
"heroin",11
"offers",43
"oriental",3
"journal",7
"piece",29
"specifically",12
"addressing",6
"interception",3
"lack",22
"thereof",1
"merchant",4
"ships",13
"mediterranean",2
"grint",2
"evanna",1
"lynch",8
"luna",1
"lovegood",1
"isaacs",1
"lucius",1
"malfoy",1
"others",97
"cast",29
"crew",20
"been",633
"universal",6
"orlando's",2
"wizarding",2
"harry",12
"potter",3
"promoting",3
"video",41
"release",45
"sort",17
"wrap",9
"party",82
"decade",27
"work",267
"really",214
"akron",13
"berea",4
"businessman",6
"ferris",3
"kleem",3
"lebanese",1
"immigrant",4
"who",1056
"guilty",26
"cooperating",3
"federal",150
"racketeering",5
"case",134
"against",225
"jimmy",4
"dimora",20
"continued",33
"spilling",2
"details",52
"today",142
"cuyahoga",19
"commissioner",30
"saturday",114
"myriad",1
"factors",12
"create",50
"downward",2
"spiral",1
"depression",7
"turley",1
"every",184
"these",207
"cases",33
"exactly",24
"same",170
"brain",33
"concerned",22
"there's",131
"very",208
"visual",5
"disruption",3
"areas",51
"control",54
"impulses",1
"anxiety",7
"those",316
"things",158
"contribute",9
"occurring",2
"bill",126
"requires",17
"companies",104
"help",172
"law",151
"enforcement",43
"track",48
"cellphone",9
"signal",8
"caller",3
"ping",1
"phone's",3
"location",17
"danger",12
"death",81
"serious",56
"physical",28
"injury",38
"house",204
"measure",28
"march",107
"senate",72
"final",90
"approval",20
"wednesday",117
"assailant",2
"grabbed",7
"teen's",2
"ipod",4
"stabbed",5
"twice",25
"sgt",17
"saul",4
"gonzalez",5
"edith",2
"wharton",3
"series",84
"kirkwood",4
"library's",3
"features",34
"discussion",16
"showing",24
"mirth",2
"library",22
"e",29
"jefferson",13
"ave",23
"call",127
"kids",103
"heart",46
"failure",19
"too",188
"require",26
"transplants",4
"unlike",20
"adults",23
"mechanical",3
"approved",27
"children",136
"keep",120
"them",388
"alive",13
"upon",26
"entering",10
"lobby",11
"cary",1
"hotel",46
"i",1616
"asked",106
"desk",8
"clerk",4
"haunted",5
"reputation",14
"working",102
"fourstory",1
"red",59
"brick",5
"building",87
"dates",10
"she",780
"hadn't",8
"seen",64
"otherworldly",2
"apparitions",1
"she'd",5
"heard",43
"plenty",29
"ghostly",1
"accounts",14
"passengers",24
"united's",1
"check",38
"bags",16
"higher",67
"rate",67
"than",599
"travelers",8
"planes",6
"wasn't",74
"that's",246
"real",71
"sore",5
"point",151
"o'leary",1
"both",230
"hips",1
"actually",46
"better",158
"now",389
"i'm",190
"carrying",11
"weight",34
"person",65
"instead",66
"found",156
"single",50
"copy",8
"vilmos'",2
"book",73
"kaveforras",1
"coffee",20
"source",20
"sale",37
"bookshop",1
"alexandra",1
"andrassy",1
"budapest's",2
"champselyses",1
"coincidentally",3
"shop",22
"ornate",2
"cafes",1
"upper",10
"floor",40
"late",78
"th",147
"century",23
"hall",63
"occupied",7
"bookcafe",1
"kavezo",1
"kave",1
"hungarian",1
"word",27
"parisianstyle",1
"store",52
"so",537
"mentioned",13
"coffeehouses",1
"extravagant",3
"spirit",11
"gilded",2
"age",74
"present",15
"spades",1
"unfortunately",12
"neorenaissance",1
"murals",3
"ceiling",10
"mirrored",1
"walls",17
"more",861
"dazzling",3
"look",143
"pastries",2
"tasty",3
"eat",22
"hoosiers",2
"apparently",22
"also",573
"happy",50
"downtown",53
"nines",1
"southwest",20
"morrison",3
"night",156
"team",271
"took",174
"movie",46
"act",46
"valor",3
"died",47
"hand",56
"family",202
"portrait",5
"aug",20
"cn",1
"canadian",18
"women's",19
"open",128
"vancouver",14
"gc",1
"coquitlam",1
"british",20
"columbia",26
"farther",5
"north",108
"bergen",6
"men",79
"arrested",42
"yesterday",10
"stealing",6
"valuable",8
"coins",4
"rochelle",1
"park",110
"flooded",2
"authorities",50
"pair",20
"allegedly",15
"posed",6
"good",312
"samaritans",1
"trying",99
"moving",52
"flooddamaged",1
"furniture",15
"yearold",123
"parents",75
"lifted",7
"collection",22
"basement",4
"he's",140
"going",360
"missed",34
"san",107
"jose",17
"incredible",9
"resource",9
"ailda",1
"bray",2
"executive",93
"director",128
"definitely",20
"group",162
"mcnutt",1
"i'd",30
"square",38
"vj",1
"berlin",8
"wall",51
"came",162
"down",252
"deal",84
"valid",5
"season's",8
"mammoth",3
"remain",30
"snowboarding",1
"skiing",3
"memorial",23
"if",630
"conditions",25
"allow",46
"spokesman",55
"among",119
"columbus",13
"museum",48
"art",55
"short",51
"gallery",11
"district",139
"council's",3
"riffe",1
"northeast",18
"leaders",71
"renewed",5
"talk",85
"merging",2
"continental",8
"united",75
"airlines",22
"lead",91
"flights",4
"bragging",3
"rights",54
"come",172
"being",220
"hub",7
"airport",29
"saw",64
"weeks",97
"later",122
"teenager",7
"charged",54
"murder",37
"unlawful",9
"possession",21
"handgun",7
"purposes",5
"hudson",18
"assistant",34
"prosecutor",15
"guy",57
"gregory",10
"ended",45
"earlier",93
"expected",72
"christ",9
"king",32
"quarterfinals",6
"twotime",7
"defending",5
"chsaa",4
"class",73
"aa",6
"intersectional",2
"champion",21
"hard",96
"blame",14
"calhoun",1
"uconnbound",1
"scoring",27
"machine",9
"suggesting",6
"do",447
"regular",39
"basis",24
"worked",77
"connected",11
"wireless",4
"bluetooth",2
"keyboard",3
"bought",34
"my",385
"ipad",23
"iphone",9
"write",24
"paragraph",1
"using",60
"pages",19
"ios",1
"processing",5
"app",10
"best",197
"experience",70
"i've",75
"ever",70
"might",148
"reasonable",19
"solution",15
"someone",67
"occasional",9
"need",156
"edit",1
"documents",29
"police",245
"got",216
"boat",9
"aground",1
"ocean",23
"township",26
"madsen's",1
"oregons",4
"commanding",4
"sweep",7
"singler",2
"averaged",8
"field",88
"goal",77
"threepoint",8
"added",96
"rebounds",28
"assists",25
"father",62
"girls",39
"defense",67
"logistics",2
"agency",54
"supply",17
"girardi",1
"along",92
"bullpen",8
"coach",138
"mike",45
"harkey",1
"rivera",6
"onto",25
"cart",2
"off",286
"length",16
"five",176
"miles",43
"iran",12
"switches",1
"solar",19
"gig",9
"david",108
"gooding",2
"president",198
"founder",19
"santa",30
"monica",7
"sells",13
"classic",29
"antiques",1
"such",226
"model",22
"t",6
"speedster",1
"hot",30
"sports",46
"porsche",3
"canam",1
"spyder",1
"typically",25
"auctions",1
"scrape",2
"onions",7
"garlic",10
"large",72
"bowl",57
"add",48
"sweet",25
"potatoes",9
"carrots",2
"beets",1
"celeriac",2
"applesauce",1
"lemon",13
"zest",6
"orange",38
"thyme",2
"savory",3
"tarragon",1
"sprinkle",3
"salt",28
"pepper",12
"taste",23
"toss",8
"coat",7
"spoon",6
"prepared",27
"casserole",2
"dish",17
"lindsey",7
"claimed",20
"jurisdiction",1
"couple",77
"living",68
"dubai",2
"separated",3
"caroline",3
"born",24
"tennessee",4
"hasn't",23
"months",120
"publicopinion",1
"researchers'",1
"jobs",86
"never",174
"easier",21
"harder",15
"depending",14
"how",332
"much",256
"mystery",7
"why",105
"dolan",8
"shot",97
"can",608
"quiet",20
"chilly",2
"marked",19
"light",53
"rain",22
"edwardsville",9
"won",78
"championship",43
"event",74
"edging",1
"belleville",4
"west",94
"triad",1
"firstplace",3
"finishers",1
"tigers",13
"included",42
"julian",4
"harvey",3
"jump",21
"feet",57
"inches",26
"schuette",2
"pole",9
"vault",4
"bennett",5
"gray",16
"meter",8
"dash",4
"seconds",31
"garrett",3
"sweatt",1
"westofhudson",1
"customers",53
"nj",14
"transit",14
"travel",39
"information",105
"current",72
"service",102
"status",21
"please",19
"visit",53
"httpwwwnjtransitcom",1
"ducks",13
"tie",19
"score",37
"powerplay",1
"cam",4
"fowler",3
"powered",2
"past",125
"blues",27
"netminder",1
"jaroslav",2
"halak",4
"chris",40
"porter",9
"box",28
"hooking",1
"we're",145
"concerted",1
"try",76
"together",84
"rivero",1
"figure",26
"what's",37
"trigger",5
"santorum",19
"concentrated",4
"obama",114
"accusing",3
"fostering",1
"dangerous",24
"overreach",1
"government",137
"everincreasing",1
"regulatory",2
"burden",8
"economy",80
"businesses",43
"uptick",1
"boosting",2
"bottom",32
"lines",37
"complained",8
"noise",10
"unwanted",3
"competition",33
"vendors",7
"selling",32
"food",104
"drinks",10
"trinkets",1
"available",70
"local",134
"shops",13
"owners",25
"say",230
"festivals",5
"often",101
"limited",28
"parking",34
"mile",19
"portlandbased",2
"adidas",2
"patrik",1
"nilsson",1
"productline",1
"reduction",10
"bring",56
"greater",25
"focus",45
"company's",21
"overall",53
"mission",22
"profitability",2
"hey",16
"tony",19
"highlight",9
"tim",34
"tebow's",1
"yard",22
"gamewinning",4
"jets",12
"clear",56
"broncos",14
"letting",13
"tebow",12
"play",197
"strengths",6
"name",67
"winning",50
"doesn't",104
"pat",18
"shurmur",5
"little",197
"bit",65
"idea",63
"offense",31
"colt",7
"shotgun",3
"around",182
"least",115
"know",226
"coming",68
"johnson",36
"lorain",3
"john",105
"begala",1
"community",126
"solutions",10
"warned",11
"unwise",1
"treat",15
"million",286
"lever",1
"internal",25
"operations",33
"metrohealth",5
"hundreds",28
"fans",59
"away",110
"florida",44
"gathered",7
"streets",18
"hope",59
"outside",66
"perimeter",4
"set",127
"give",134
