"","count"
"preheat",9
"oven",30
"to",10935
"f",27
"lightly",10
"grease",5
"two",401
"inch",22
"cake",49
"pans",8
"with",2830
"oil",46
"and",10911
"line",97
"each",288
"bottom",45
"a",8987
"round",50
"of",8954
"greased",1
"parchment",3
"you",3051
"are",2067
"slated",3
"speak",41
"at",1830
"the",19519
"rutger's",1
"oneonone",3
"plus",36
"conference",17
"in",6210
"october",18
"very",516
"cool",89
"was",2751
"your",1004
"first",513
"novel",53
"sale",21
"big",185
"slick",3
"result",45
"attending",10
"rutgers",2
"please",91
"notei",1
"only",528
"ship",18
"continental",5
"us",570
"andrew",19
"came",174
"show",194
"me",1280
"that",4648
"he",1438
"got",342
"into",679
"my",2636
"sewing",15
"box",53
"put",225
"spools",1
"on",2785
"his",1107
"fingers",18
"said",427
"something",366
"about",1165
"being",349
"robot",2
"jesse",6
"campbell",5
"team",93
"xtina",1
"singjessesing",1
"singing",22
"halo",5
"by",1296
"beyonce",3
"as",2218
"soon",87
"they",1450
"announced",23
"it",4037
"i",7534
"worried",21
"fans",26
"harsh",6
"guy",75
"song",51
"can",1025
"go",454
"really",544
"wrong",76
"all",1405
"high",164
"notes",26
"she",891
"has",925
"her",1063
"songs",34
"register",6
"though",222
"so",1636
"hope",153
"pull",32
"off",314
"like",950
"what",1148
"wearing",24
"standing",38
"huge",70
"picture",86
"frame",20
"still",346
"think",474
"looks",67
"cuba",4
"gooding",1
"jr",12
"around",330
"him",453
"there",972
"were",843
"photos",58
"daughter",52
"tonights",1
"performance",28
"dedicated",16
"started",146
"okay",47
"but",2079
"then",623
"further",50
"this",2540
"dude",5
"feeling",98
"had",1069
"some",968
"moments",33
"vocally",1
"rocked",6
"house",193
"voice",38
"sit",62
"helpless",2
"squirming",2
"while",361
"teacher",32
"explains",9
"things",402
"either",104
"bothering",2
"or",1460
"must",176
"disclose",3
"for",3632
"incidentaccident",1
"report",40
"generally",36
"front",90
"passersby",1
"nod",7
"may",362
"ask",98
"clarifying",1
"questions",70
"here",407
"try",148
"make",485
"judgement",3
"between",140
"inappropriate",4
"behaviors",6
"based",71
"good",500
"values",17
"just",1008
"rotten",5
"start",148
"mulling",2
"over",492
"punishment",6
"options",19
"our",865
"myth",10
"magic",18
"irish",12
"concert",19
"indeed",42
"magical",13
"spring",50
"little",491
"mist",3
"air",48
"giving",64
"soft",33
"sparkle",4
"harp",1
"likes",20
"weather",42
"slightly",42
"humid",2
"relaxes",1
"wood",12
"lets",46
"sing",17
"more",938
"easily",34
"div",3
"platos",2
"homer",1
"basic",30
"program",66
"weekend",88
"university",66
"chicago",19
"alpine",2
"valley",10
"resort",4
"east",24
"troy",3
"wisconsin",5
"incorporated",10
"item",26
"b",32
"above",114
"pp",12
"owl",12
"is",4433
"from",1569
"hoot",2
"holler",1
"cricut",5
"lite",1
"cartridge",6
"cut",92
"used",236
"imagine",48
"colors",34
"blast",8
"color",55
"layers",12
"also",590
"hat",17
"patterns",18
"well",490
"adhered",5
"an",1094
"action",48
"wobble",2
"too",374
"cute",44
"made",374
"vintage",21
"baby",86
"cup",67
"old",208
"lace",12
"boot",6
"button",18
"center",58
"flower",23
"love",456
"look",293
"tarnished",2
"always",272
"wonder",63
"who",925
"belong",8
"many",394
"years",375
"ago",121
"santa",11
"have",2178
"do",954
"know",673
"want",395
"christmas",74
"hold",68
"mile",17
"marker",6
"posters",4
"arrows",4
"along",114
"race",43
"route",7
"cheer",7
"participants",14
"great",327
"hs",1
"volunteers",7
"take",352
"down",334
"huddleston",1
"dr",42
"charles",10
"fox",18
"larkin",1
"surgeon",3
"orator",2
"political",42
"reformer",1
"paring",1
"equity",3
"commodity",2
"exposure",16
"hedge",3
"fund",4
"managers",5
"moved",59
"assets",11
"cash",24
"which",667
"surged",1
"overweight",2
"largest",16
"since",244
"june",33
"shift",7
"saw",90
"bonds",10
"asset",3
"class",95
"been",803
"disfavor",1
"long",202
"time",871
"gain",18
"new",584
"interest",48
"fixed",17
"income",12
"underweight",1
"april",59
"until",213
"final",47
"touch",32
"hay",2
"loft",1
"door",75
"music",77
"supervisor",4
"kyle",5
"merkley",1
"coordinates",2
"everyones",3
"needs",70
"including",87
"submissions",5
"licensing",6
"administration",13
"other",537
"fun",140
"stuff",81
"comes",108
"supervision",2
"avid",5
"musician",6
"topranked",1
"graduate",11
"year",347
"business",72
"management",24
"durham",3
"college",65
"possesses",2
"firm",15
"grasp",11
"both",211
"sides",24
"fence",6
"morning",107
"scrolling",4
"through",360
"newsfeed",1
"facebook",47
