"","count"
"conservative",15
"candidates",7
"stood",24
"outside",86
"at",1730
"the",18586
"polling",2
"station",26
"claimed",5
"some",930
"labour",15
"supporters",14
"were",803
"accosting",1
"voters",6
"hello",13
"anne",9
"none",35
"of",8832
"this",2698
"is",4290
"a",9071
"state",98
"secret",26
"it",3881
"common",47
"knowledge",42
"nowadays",7
"was",2838
"all",1455
"reported",18
"in",6089
"mainstream",9
"media",70
"and",11098
"condensed",1
"journalist",9
"rw",1
"johnsons",4
"book",256
"south",72
"africa",30
"brave",9
"new",528
"world",279
"like",1004
"sword",3
"our",864
"hands",69
"i",7570
"just",1057
"got",339
"through",339
"part",202
"where",388
"they",1392
"find",281
"chopper",2
"whose",47
"voice",40
"tamama",1
"hes",64
"best",245
"crew",22
"has",924
"interesting",61
"members",53
"can",965
"pretty",163
"much",518
"do",915
"anything",136
"youll",28
"enjoy",68
"because",543
"its",664
"them",807
"you",3085
"know",590
"with",2863
"katie",5
"hjk",1
"id",68
"planned",31
"to",10623
"stop",113
"writing",146
"about",1125
"grief",10
"someone",132
"respect",14
"said",352
"there",1007
"comes",118
"time",891
"when",1025
"healthy",24
"for",3567
"one",1207
"move",86
"on",2900
"drop",21
"banner",5
"different",191
"times",152
"people",602
"an",1105
"important",97
"healing",15
"process",83
"thought",207
"that",4381
"point",174
"ive",158
"been",798
"getting",161
"my",2720
"life",420
"living",92
"each",246
"day",530
"as",2238
"dealing",14
"loneliness",8
"seeing",60
"whole",136
"shared",25
"rather",104
"than",478
"terrible",16
"end",205
"she",863
"yes",132
"would",782
"i'd",66
"be",1994
"alice",7
"wondersock",1
"treason",3
"against",112
"united",49
"states",62
"shall",42
"consist",4
"only",502
"levying",1
"war",63
"or",1357
"adhering",2
"their",836
"enemies",12
"giving",56
"aid",10
"comfort",22
"no",629
"person",114
"convicted",6
"unless",39
"testimony",11
"two",426
"witnesses",4
"same",238
"overt",3
"act",56
"confession",5
"open",91
"court",41
"made",353
"first",518
"observations",6
"blood",43
"patterns",15
"coagulated",1
"print",22
"over",523
"years",351
"ago",129
"have",2128
"documented",5
"these",484
"samples",8
"clients",15
"countries",36
"make",498
"me",1354
"number",95
"selfproclaimed",2
"expert",5
"clotting",1
"pattern",19
"research",37
"dangers",1
"clap",1
"s",79
"version",43
"chlamydia",1
"minus",3
"penicillin",1
"short",72
"voiceover",1
"intoned",1
"solemnly",1
"girl",93
"easy",92
"enough",167
"alrightbut",1
"might",182
"gonorrhea",2
"mother",91
"heard",84
"last",348
"word",92
"inner",26
"ear",13
"not",1713
"any",380
"allegations",3
"racism",8
"brutality",3
"relate",7
"period",44
"paddick",2
"ran",44
"tsgs",1
"he",1389
"took",173
"charge",20
"height",11
"awareness",14
"race",41
"six",46
"after",455
"macperhson",1
"report",33
"into",644
"death",77
"stephen",15
"lawrence",3
"five",59
"relations",7
"amendment",4
"although",92
"instances",5
"police",54
"misconduct",2
"never",313
"ceased",3
"tsg",1
"very",550
"sus",1
"law",64
"days",211
"what",1040
"should",280
"talli",1
"wear",39
"emerson",1
"close",91
"who",859
"are",1942
"mom",82
"too",325
"sounds",42
"awesome",44
"but",2079
"spotted",10
"flaw",4
"plan",75
"such",240
"smart",31
"city",94
"control",49
"systems",9
"programmed",1
"installed",10
"managed",32
"by",1133
"ibm",6
"cisco",1
"private",33
"companies",30
"huge",52
"billiondollar",1
"contracts",3
"manage",19
"biggest",29
"cities",15
"ops",2
"centers",10
"around",330
"eventually",43
"automated",2
"ibms",1
"software",7
"will",1094
"effectively",10
"become",109
"your",949
"digital",23
"mayor",9
"tyrant",1
"let",176
"political",35
"words",122
"reflect",14
"faith",53
"yeah",24
"dad",42
"really",513
"good",501
"making",146
"feel",226
"special",69
"think",488
"that's",101
"dad's",3
"job",109
"isn't",54
"ethereal",4
"expanse",1
"also",578
"formally",5
"spend",49
"lot",247
"blogging",35
"bookshelves",2
"i'm",366
"ashamed",8
"though",239
"arranging",1
"rearranging",2
"favorite",87
"hobbies",3
"empty",25
"shelves",13
"lots",74
"accessories",6
"laid",18
"out",1079
"waiting",47
"added",66
"cup",53
"tea",24
"dwt",1
"coefficients",1
"evidence",29
"specification",3
"contemplates",1
"even",518
"walked",44
"back",550
"spot",38
"demanded",7
"more",881
"encouraged",6
"supported",12
"lifted",6
"up",1027
"invigorated",1
"strong",56
"we",1931
"remember",121
"how",629
"president",51
"ways",64
"defend",13
"his",1153
"kaibigan",1
"inc",8
"officials",25
"wake",18
"controversial",5
"hostage",1
"crisis",13
"manila",2
"involved",32
"chinese",33
"nationals",2
"noticed",40
"standing",32
"erring",1
"while",366
"bad",106
"leader",17
"noynoy",1
"aquino",1
"must",149
"get",716
"reminded",17
"undesirable",2
"note",61
"if",1056
"reading",113
"post",172
"reader",28
"via",22
"email",51
"click",34
"here",451
"view",60
"online",77
"comment",30
"doing",191
"something",359
"wrong",86
"able",144
"say",311
"jobs",34
"now",624
"still",344
"lottery",3
"wonderful",89
"thing",244
"many",439
"taking",93
"story",187
"challenge",81
"certainty",6
"sitting",58
"down",357
"write",92
"ever",177
"less",118
"week",265
"already",127
"writer",35
"did",399
"april",45
"im",297
"enjoying",20
"experience",100
"creativity",13
"sense",81
"accomplishment",4
"everyday",25
"then",606
"see",517
"wascally",1
"wabbit",1
"had",1078
"done",170
"eggs",41
"isabel",2
"pro",7
"year",314
"definitely",68
"knows",42
"things",390
"work",383
"her",1012
"shoes",32
"off",343
"went",206
"jammies",1
"conclusion",16
"conscience",7
"intuition",2
"listen",43
"right",302
"use",235
"guide",28
"wont",34
"regret",7
"shoulder",19
"buying",26
"tshirt",4
"dedicated",15
"chicken",43
"wing",14
"meals",10
"depression",13
"left",164
"flat",20
"take",307
"medication",4
"does",189
"allow",48
"doesnt",79
"mean",104
"recent",51
"ups",7
"downs",1
"few",335
"months",105
"emotionally",8
"taxed",2
"today",223
"woke",13
"without",168
"headache",7
"result",46
"coming",89
"which",760
"negative",32
"reaction",13
"waffled",1
"forth",20
"plans",24
"evening",43
"ultimately",19
"decided",113
"wanted",169
"keep",174
"tiny",32
"spark",4
"feeling",78
"truth",59
"lived",33
"so",1671
"long",248
"vision",32
"skewed",2
"muted",1
"poor",48
"kid",61
"given",81
"disney",9
"truly",60
"awake",5
"ill",76
"start",183
"giggling",4
"myself",169
"cheshire",1
"cat",33
"grin",5
"cant",107
"believe",124
"feels",46
"smile",36
"toes",7
"q",7
"tires",2
"instruments",8
"holy",31
"spirit",39
"balanced",7
"program",52
"prayer",18
"service",55
"works",75
"include",39
"doortodoor",1
"evangelization",1
"parishioner",1
"visitation",2
"prison",10
"ministry",16
"sick",34
"aged",14
"crowd",15
"contact",32
"religious",34
"education",37
"visiting",18
"newly",9
"baptized",2
"pilgrim",1
"virgin",4
"statue",5
"rotations",1
"meeting",34
"other",603
"spiritual",23
"needs",71
"parish",7
"community",72
"legionaries",1
"under",116
"guidance",9
"director",14
"named",25
"pastor",7
"legion",1
"essence",8
"extension",4
"heart",128
"pushing",15
"exclusivity",1
"buttons",6
"braufactum",2
"website",46
"features",27
"small",144
"selection",22
"beers",21
"form",75
"brooklyn",14
"marstons",1
"birrificio",1
"italiano",1
"birra",1
"baladin",1
"own",280
"label",26
"beautifully",9
"presented",24
"menu",15
"split",14
"between",154
"courses",11
"sumptuous",1
"images",38
"tasting",14
"notes",28
"detailed",12
"information",68
"ingredients",34
"way",448
"beer",99
"could",479
"possible",75
"put",198
"want",373
"buy",88
"prices",18
"miss",51
"film",82
"soft",35
"nostalgia",2
"grain",14
"imparts",2
"kind",145
"'faking'",1
"looks",69
"go",462
"i've",193
"forever",39
"dissatisfied",2
"options",24
"photoshop",2
"elements",12
"offers",20
"adding",20
"looked",89
"found",177
"random",24
"grainy",1
"photo",48
"model",21
"playing",73
"tweaking",2
"turned",74
"husband",72
"holding",24
"son",57
"old",215
"leif",1
"love",416
"happy",144
"anniversary",12
"wizard",3
"barley",7
"wine",38
"ale",27
"tom",20
"proposes",1
"girlfriend",6
"violet",5
"unexpected",14
"events",42
"tripping",1
"look",288
"walk",60
"aisle",5
"together",158
"monograms",2
"original",57
"recipe",69
"came",194
"from",1557
"real",129
"kitchen",47
"however",132
"minor",17
"adjustments",7
"calls",33
"tomato",14
"paste",10
"used",227
"ketchup",3
"instead",95
"base",20
"bbq",7
"hamburger",1
"sauce",30
"you've",19
"read",210
"posts",33
"hate",41
"chopping",1
"onion",15
"prefer",24
"frozen",13
"seasoning",3
"blend",9
"pictured",4
"below",57
"it's",408
"lifesaver",1
"chopped",11
"onions",15
"little",470
"red",84
"pepper",16
"celery",6
"parsley",5
"great",310
